time,mag,cdi,mmi,dmin,place,earthquakeType,alert,sig,tsunami,longitude,latitude,depth,country
2021-12-30,4.5,,,844.4528,Kermadec Islands region,earthquake,,312,0,-177.917,-31.8347,10.0,Kermadec Islands region
2021-12-30,1.5,,,3.8275040000000002,"33 km W of Nanwalek, Alaska",earthquake,,35,0,-152.509,59.3946,84.0,Alaska
2021-12-30,4.5,,,1427.0296,"294 km SE of Hadibu, Yemen",earthquake,,312,0,55.898,10.7326,10.0,Yemen
2021-12-30,1.52,,,1.9048559999999999,"11km NE of Coso Junction, CA",earthquake,,36,0,-117.8486667,36.1011667,1.71,CA
2021-12-30,4.6,,,277.1104,"257 km NE of Lospalos, Timor Leste",earthquake,,326,0,128.9137,-7.19,10.0,Timor Leste
2021-12-30,1.7,,,3.8275040000000002,"51 km NE of Pedro Bay, Alaska",earthquake,,44,0,-153.3716,60.0711,139.5,Alaska
2021-12-30,1.35,,,10.970992,"9km NE of Ocotillo Wells, CA",earthquake,,28,0,-116.0681667,33.2081667,8.08,CA
2021-12-30,1.06,,,4.305664,"17km W of Searles Valley, CA",earthquake,,17,0,-117.5923333,35.7771667,6.79,CA
2021-12-30,4.4,,,1287.9184,north of Severnaya Zemlya,earthquake,,298,0,90.969,85.208,10.0,north of Severnaya Zemlya
2021-12-30,0.86,,,1.7391680000000003,"8km WNW of Cobb, CA",earthquake,,11,0,-122.8101654,38.8406677,1.27,CA
2021-12-30,3.5,2.0,4.005,6.880621005616,western Texas,earthquake,,189,0,-104.5869232,31.75726715,5.848779297,western Texas
2021-12-30,1.12,0.0,,1.8058880000000002,"8km WNW of Cobb, CA",earthquake,,19,0,-122.8108368,38.8416672,1.27,CA
2021-12-30,1.0,,,3.8275040000000002,"51 km SSE of Denali National Park, Alaska",earthquake,,15,0,-151.4681,63.0954,1.6,Alaska
2021-12-30,1.56,,,3.8275040000000002,"47 km SE of Naalehu, Hawaii",earthquake,,37,0,-155.212833333333,18.8201666666667,7.56,Hawaii
2021-12-30,2.29,,,105.3064,"24 km WNW of Stanley, Idaho",earthquake,,81,0,-115.1975,44.3336667,10.33,Idaho
2021-12-30,1.1,,,3.8275040000000002,"12 km E of Fox, Alaska",explosion,,19,0,-147.3512,64.9804,0.0,Alaska
2021-12-30,1.3,,,3.8275040000000002,"36 km NNW of Sutton-Alpine, Alaska",earthquake,,26,0,-148.9526,62.092,42.5,Alaska
2021-12-30,4.1,,,1294.5904,north of Severnaya Zemlya,earthquake,,259,0,91.8424,85.2632,10.0,north of Severnaya Zemlya
2021-12-30,0.49,,,9.462008,"9km NE of Cabazon, CA",earthquake,,4,0,-116.7305,33.9791667,14.54,CA
2021-12-30,1.94,,,3.8275040000000002,"3 km SE of P?hala, Hawaii",earthquake,,58,0,-155.455,19.1835,38.1,Hawaii
2021-12-30,1.5,2.2,,3.062448,"2km S of Alamo, CA",earthquake,,35,0,-122.0361667,37.834,9.53,CA
2021-12-30,1.0,,,3.8275040000000002,"7 km S of Point Possession, Alaska",earthquake,,15,0,-150.7,60.8526,45.3,Alaska
2021-12-30,1.4,,,3.8275040000000002,"76 km N of Dawson City, Canada",earthquake,,30,0,-139.3062,64.7435,17.4,Canada
2021-12-30,1.97,,,3.8275040000000002,"5km ESE of Aromas, CA",earthquake,,60,0,-121.593,36.8646667,5.21,CA
2021-12-30,1.0,,,3.8275040000000002,"36 km SSE of Nelchina, Alaska",earthquake,,15,0,-146.3857,61.7155,31.6,Alaska
2021-12-30,5.0,,,269.2152,"254 km ESE of Tadine, New Caledonia",earthquake,,385,0,170.0671,-22.6042,10.0,New Caledonia
2021-12-30,5.0,,,279.00079999999997,"256 km ESE of Tadine, New Caledonia",earthquake,,385,0,170.1563,-22.4737,10.0,New Caledonia
2021-12-30,1.8,,,3.8275040000000002,"89 km WSW of Karluk, Alaska",earthquake,,50,0,-155.8312,57.2691,67.6,Alaska
2021-12-30,5.0,,,197.7136,"198 km SSW of Lajes das Flores, Portugal",earthquake,,385,0,-31.7687,37.6534,10.0,Portugal
2021-12-30,2.5,,,41.4776,"45 km SE of Imlay, Nevada",earthquake,,96,0,-117.7098,40.4315,5.0,Nevada
2021-12-31,1.6,,,3.8275040000000002,"64 km WNW of Nikiski, Alaska",earthquake,,39,0,-152.3381,60.9614,109.3,Alaska
2021-12-31,0.61,,,14.900800000000002,"5 km E of Howell, Utah",earthquake,,6,0,-112.3791667,41.7923333,4.4,Utah
2021-12-31,1.12,,,3.7307600000000005,"6km NW of Ocotillo, CA",earthquake,,19,0,-116.0441667,32.7738333,12.15,CA
2021-12-31,0.58,,,1.0578456,"2km NNW of The Geysers, CA",earthquake,,5,0,-122.7611667,38.7911667,2.02,CA
2021-12-31,0.93,,,1.354416,"7km WNW of The Geysers, CA",earthquake,,13,0,-122.8274994,38.8123322,1.59,CA
2021-12-31,0.85,,,0.3610664,"6km WNW of Cobb, CA",earthquake,,11,0,-122.7906647,38.8351669,1.64,CA
2021-12-31,1.7,,,3.8275040000000002,"61 km WNW of Happy Valley, Alaska",earthquake,,44,0,-152.7738,60.1206,106.1,Alaska
2021-12-31,0.63,,,3.1680880000000005,"3km NNW of Palomar Observatory, CA",earthquake,,6,0,-116.8746667,33.3803333,6.04,CA
2021-12-31,2.95,3.4,,2.57428,"2km NW of Palomar Observatory, CA",earthquake,,143,0,-116.879,33.3723333,4.6,CA
2021-12-31,1.82,1.0,,3.000176,"3km NNW of Palomar Observatory, CA",earthquake,,51,0,-116.8761667,33.3781667,5.16,CA
2021-12-31,0.73,,,3.106928,"3km NNW of Palomar Observatory, CA",earthquake,,8,0,-116.8763333,33.3791667,5.86,CA
2021-12-31,0.54,,,0.831776,"2km NNW of The Geysers, CA",earthquake,,4,0,-122.7626667,38.7935,0.73,CA
2021-12-31,1.76,,,2.942352,"6 km W of East Prairie, Missouri",earthquake,,48,0,-89.4635,36.7841667,13.19,Missouri
2021-12-31,1.34,,,2.594296,"2km NNW of Palomar Observatory, CA",earthquake,,28,0,-116.8766667,33.3738333,5.18,CA
2021-12-31,2.2,,,3.8275040000000002,"71 km SE of Denali National Park, Alaska",earthquake,,74,0,-150.5355,63.1837,120.7,Alaska
2021-12-31,1.5,,,3.8275040000000002,"62 km WNW of Anchor Point, Alaska",earthquake,,35,0,-152.9057,59.914,85.6,Alaska
2021-12-31,0.73,,,6.686456000000001,"10km SSW of Idyllwild, CA",earthquake,,8,0,-116.7398333,33.6548333,11.79,CA
2021-12-31,2.19,,,8.1176,"13 km ESE of Lincoln, Montana",earthquake,,74,0,-112.5166667,46.9196667,14.44,Montana
2021-12-31,1.5,,,3.8275040000000002,"71 km N of Yakutat, Alaska",earthquake,,35,0,-139.5998,60.1859,1.2,Alaska
2021-12-31,1.8,,,3.8275040000000002,"65 km S of Shungnak, Alaska",earthquake,,50,0,-157.2533,66.3004,6.9,Alaska
2021-12-31,4.2,,,397.20640000000003,"114 km SSE of Ust’-Kamchatsk Staryy, Russia",earthquake,,271,0,163.3125,55.3103,10.0,Russia
2021-12-31,4.6,,,77.5064,"32 km WSW of Ashk?sham, Afghanistan",earthquake,,326,0,71.1823,36.6252,223.29,Afghanistan
2021-12-31,1.88,,,103.97200000000001,"25 km WNW of Stanley, Idaho",earthquake,,54,0,-115.2173333,44.3371667,14.92,Idaho
2021-12-31,1.2,,,3.8275040000000002,"60 km N of Petersville, Alaska",earthquake,,22,0,-150.6169,63.035,110.6,Alaska
2021-12-31,1.2,,,3.8275040000000002,"27 km NE of Chase, Alaska",earthquake,,22,0,-149.7972,62.6563,16.1,Alaska
2021-12-31,1.2,,,27.1328,"11 km N of Hoehne, Colorado",earthquake,,22,0,-104.3629,37.3808,5.0,Colorado
2021-12-31,1.2,,,3.8275040000000002,"113 km NW of Yakutat, Alaska",earthquake,,22,0,-141.18,60.2559,12.4,Alaska
2021-12-31,2.11,,,3.220352,"20km W of Searles Valley, CA",earthquake,,68,0,-117.622,35.7946667,4.53,CA
2021-12-31,0.3,,,3.033536,"3km NNW of Palomar Observatory, CA",earthquake,,1,0,-116.8761667,33.3785,6.45,CA
2021-12-31,1.1,,,3.8275040000000002,"28 km NE of Chase, Alaska",earthquake,,19,0,-149.782,62.6594,14.9,Alaska
2021-12-31,2.1,,,3.8275040000000002,"61 km SE of Akutan, Alaska",earthquake,,68,0,-165.0818,53.761,50.2,Alaska
2021-12-31,0.92,,,12.08744,"9km ENE of Ocotillo Wells, CA",earthquake,,13,0,-116.042,33.1813333,8.28,CA
2021-12-31,1.6,,,3.8275040000000002,"39 km N of Valdez, Alaska",earthquake,,39,0,-146.2267,61.4821,17.3,Alaska
2021-12-31,0.85,,,2.291832,"19km W of Searles Valley, CA",earthquake,,11,0,-117.6105,35.798,6.45,CA
2021-12-31,0.76,,,2.7811120000000003,"2km NNW of Palomar Observatory, CA",earthquake,,9,0,-116.8765,33.3758333,6.86,CA
2021-12-31,1.8,,,3.8275040000000002,"41 km ENE of Pedro Bay, Alaska",earthquake,,50,0,-153.3857,59.8623,136.2,Alaska
2021-12-31,0.49,,,2.593184,"2km NNW of Palomar Observatory, CA",earthquake,,4,0,-116.87,33.3761667,6.53,CA
2021-12-31,0.9,,,3.8275040000000002,"30 km NNE of Paxson, Alaska",earthquake,,12,0,-145.316,63.3311,9.1,Alaska
2021-12-31,1.2,,,3.8275040000000002,"81 km NW of Yakutat, Alaska",earthquake,,22,0,-140.6857,60.0956,4.8,Alaska
2021-12-31,2.08999991,,,3.8275040000000002,"10 km ENE of P?hala, Hawaii",earthquake,,67,0,-155.390335083008,19.2458324432373,30.7099990844727,Hawaii
2021-12-31,0.62,,,7.245792,"15km SSE of Anza, CA",earthquake,,6,0,-116.603,33.4301667,8.35,CA
2021-12-31,1.4,,,3.8275040000000002,"47 km SW of Tatitlek, Alaska",earthquake,,30,0,-147.2509,60.5397,12.2,Alaska
2021-12-31,2.62,2.7,,2.7644320000000002,"2km NW of Palomar Observatory, CA",earthquake,,106,0,-116.8791667,33.3743333,4.65,CA
2021-12-31,1.89,,,2.910104,"3km NNW of Palomar Observatory, CA",earthquake,,55,0,-116.876,33.3773333,5.89,CA
2021-12-31,0.64,,,4.5080480000000005,"2km E of San Jacinto, CA",earthquake,,6,0,-116.933,33.7796667,12.18,CA
2021-12-31,0.86,,,2.8011280000000003,"2km NNW of Palomar Observatory, CA",earthquake,,11,0,-116.8735,33.3771667,5.76,CA
2021-12-31,0.46,,,2.230672,"7km W of Cobb, CA",earthquake,,3,0,-122.7988358,38.8328323,1.64,CA
2021-12-31,1.4,,,3.8275040000000002,"47 km SW of Tatitlek, Alaska",earthquake,,30,0,-147.2582,60.5432,11.2,Alaska
2021-12-31,0.56,,,2.895648,"3km N of Palomar Observatory, CA",earthquake,,5,0,-116.868,33.3793333,5.18,CA
2021-12-31,1.1,,,3.8275040000000002,"18 km W of Susitna North, Alaska",earthquake,,19,0,-150.2001,62.1532,56.1,Alaska
2021-12-31,1.3,,,3.8275040000000002,"46 km SW of Tatitlek, Alaska",earthquake,,26,0,-147.2341,60.5484,13.8,Alaska
2021-12-31,1.64,,,0.7041184,"6km NW of The Geysers, CA",earthquake,,41,0,-122.802,38.8228333,2.66,CA
2021-12-31,1.7,,,3.8275040000000002,"6 km NW of Big Lake, Alaska",earthquake,,44,0,-150.0321,61.569,40.5,Alaska
2021-12-31,2.13000011,,,3.8275040000000002,"11 km SE of P?hala, Hawaii",earthquake,,70,0,-155.389007568359,19.1428337097168,28.3899993896484,Hawaii
2021-12-31,1.7,,,16.124,"38 km ESE of Mina, Nevada",earthquake,,44,0,-117.7308,38.2205,6.0,Nevada
2021-12-31,0.5,,,3.100256,"3km NNW of Palomar Observatory, CA",earthquake,,4,0,-116.877,33.3788333,6.82,CA
2021-12-31,0.53,,,2.966816,"3km NNW of Palomar Observatory, CA",earthquake,,4,0,-116.8743333,33.3785,6.48,CA
2021-12-31,0.56,,,2.8178080000000003,"3km NNW of Palomar Observatory, CA",earthquake,,5,0,-116.874,33.3771667,6.61,CA
2021-12-31,0.24,,,2.714392,"2km NNE of Palomar Observatory, CA",earthquake,,1,0,-116.8563333,33.3775,5.26,CA
2021-12-31,2.5,,,3.8275040000000002,"9 km WNW of Happy Valley, Alaska",earthquake,,96,0,-151.8879,59.9821,79.3,Alaska
2021-12-31,0.85,,,1.274352,"8km NW of The Geysers, CA",earthquake,,11,0,-122.8190002,38.8325005,1.46,CA
2021-12-31,0.84,,,7.6238719999999995,"5km SSW of Redlands, CA",earthquake,,11,0,-117.204,34.011,11.34,CA
2021-12-31,0.58,,,2.692152,"2km NNW of Palomar Observatory, CA",earthquake,,5,0,-116.8738333,33.376,6.33,CA
2021-12-31,0.49,,,2.488656,"2km NNW of Palomar Observatory, CA",earthquake,,4,0,-116.8713333,33.3748333,6.65,CA
2021-12-31,0.6,,,2.664352,"2km NNW of Palomar Observatory, CA",earthquake,,6,0,-116.874,33.3756667,6.49,CA
2021-12-31,0.69,,,2.910104,"3km NNW of Palomar Observatory, CA",earthquake,,7,0,-116.8768333,33.377,6.62,CA
2021-12-31,1.2,,,3.8275040000000002,"6 km WNW of Big Lake, Alaska",earthquake,,22,0,-150.058,61.5458,42.4,Alaska
2021-12-31,1.42,,,51.930400000000006,"37 km SW of Dillon, Montana",earthquake,,31,0,-112.9826667,44.9843333,4.92,Montana
2021-12-31,1.13,,,3.232584,"2km NE of Marina del Rey, CA",earthquake,,20,0,-118.4373333,33.9938333,13.32,CA
2021-12-31,1.3,,,20.3496,"21 km SSW of Hawthorne, Nevada",earthquake,,26,0,-118.7048,38.3446,1.6,Nevada
2021-12-31,1.1,,,3.8275040000000002,"27 km NE of Chase, Alaska",earthquake,,19,0,-149.7493,62.6379,12.2,Alaska
2021-12-31,0.65,,,2.926784,"3km NNW of Palomar Observatory, CA",earthquake,,6,0,-116.8705,33.3791667,5.97,CA
2021-12-31,1.1,,,3.8275040000000002,"92 km NW of Yakutat, Alaska",earthquake,,19,0,-140.7567,60.1976,7.1,Alaska
2021-12-31,1.5,,,1.74028,"11km E of Mammoth Lakes, CA",earthquake,,35,0,-118.8508333,37.6481667,2.87,CA
2021-12-31,1.3,,,3.8275040000000002,"1 km E of Glacier View, Alaska",earthquake,,26,0,-147.6249,61.8091,34.3,Alaska
2021-12-31,1.98000002,,,3.8275040000000002,"2 km SE of P?hala, Hawaii",earthquake,,60,0,-155.460830688477,19.181999206543,36.9599990844727,Hawaii
2021-12-31,1.1,,,3.8275040000000002,"47 km W of Tatitlek, Alaska",earthquake,,19,0,-147.5371,60.9319,18.6,Alaska
2021-12-31,2.0,,,6.676448000000001,"10km E of Pala, CA",earthquake,,62,0,-116.9713333,33.3566667,7.19,CA
2021-12-31,1.2,,,12.81024,"22km SSE of Bodfish, CA",earthquake,,22,0,-118.4116667,35.4065,11.4,CA
2021-12-31,0.18,,,1.004136,"2km W of Anderson Springs, CA",earthquake,,0,0,-122.714,38.7745,2.56,CA
2021-12-31,1.3,,,3.8275040000000002,"72 km ESE of Denali National Park, Alaska",earthquake,,26,0,-150.419,63.2499,120.5,Alaska
2021-12-31,0.28,,,0.9528728000000001,"7km WNW of Cobb, CA",earthquake,,1,0,-122.8006667,38.8355,1.39,CA
2021-12-31,0.36,,,0.994684,"8km WNW of The Geysers, CA",earthquake,,2,0,-122.8306656,38.8148346,1.43,CA
2021-12-31,1.54,,,3.8275040000000002,"5 km SSE of P?hala, Hawaii",earthquake,,36,0,-155.459166666667,19.1543333333333,32.54,Hawaii
2021-12-31,0.5,,,2.5576,"18 km W of Mina, Nevada",earthquake,,4,0,-118.3254,38.3816,4.6,Nevada
2021-12-31,1.73,,,9.072808,"1 km NNE of Enetai, Washington",earthquake,,46,0,-122.5895,47.5983333333333,24.81,Washington
2021-12-31,2.47,3.4,,6.93332,"9km N of Rancho Cucamonga, CA",earthquake,,118,0,-117.595,34.2053333,9.47,CA
2021-12-31,1.95,1.0,,5.978112,"6km W of Bombay Beach, CA",earthquake,,58,0,-115.7971667,33.358,2.19,CA
2021-12-31,2.6,2.2,,13.520274840479999,"23 km W of Garden City, Texas",earthquake,,104,0,-101.7333984,31.87042236,7.849975586,Texas
2021-12-31,4.6,,,258.6512,"255 km NNW of Ambon, Indonesia",earthquake,,326,0,127.278,-1.5687,10.0,Indonesia
2021-12-31,1.3,,,3.8275040000000002,"41 km WSW of Petersville, Alaska",earthquake,,26,0,-151.5449,62.3951,87.6,Alaska
2021-12-31,1.4,,,3.8275040000000002,"31 km NNW of Chase, Alaska",earthquake,,30,0,-150.2971,62.72,78.6,Alaska
2021-12-31,2.4,2.0,,78.396,"8 km SW of Gypsum, Kansas",earthquake,,89,0,-97.493,38.6451,5.0,Kansas
2021-12-31,0.4,,,3.8275040000000002,"60 km S of Cantwell, Alaska",earthquake,,2,0,-148.8612,62.8488,16.7,Alaska
2021-12-31,1.2,,,3.8275040000000002,"54 km NNW of Petersville, Alaska",earthquake,,22,0,-151.3061,62.9221,107.5,Alaska
2021-12-31,0.69,,,5.606704,"6km NW of Julian, CA",earthquake,,7,0,-116.6448333,33.1121667,10.15,CA
2021-12-31,1.01,,,39.9208,"44 km S of Virginia City, Montana",earthquake,,16,0,-111.8728333,44.8943333,5.0,Montana
2021-12-31,1.4,,,3.8275040000000002,"63 km W of Tyonek, Alaska",earthquake,,30,0,-152.3146,61.0362,113.4,Alaska
2021-12-31,1.1,,,3.8275040000000002,"47 km S of Beaver, Alaska",earthquake,,19,0,-147.6053,65.9375,12.5,Alaska
2021-12-31,1.6,,,3.8275040000000002,"58 km E of Port Alsworth, Alaska",earthquake,,39,0,-153.2643,60.17,148.2,Alaska
2021-12-31,0.12,,,0.707788,"11km NE of Coso Junction, CA",earthquake,,0,0,-117.8586667,36.112,4.06,CA
2021-12-31,0.7,,,0.8413392,"11km NE of Coso Junction, CA",earthquake,,8,0,-117.8546667,36.11,3.94,CA
2021-12-31,0.39,,,0.8246592,"11km NE of Coso Junction, CA",earthquake,,2,0,-117.8606667,36.1118333,4.7,CA
2021-12-31,0.91,,,3.8275040000000002,"64 km WNW of Beluga, Alaska",earthquake,,0,0,-152.2215,61.3245,3.19,Alaska
2021-12-31,2.06,2.7,,9.260736000000001,"9 km WNW of Entiat, Washington",earthquake,,67,0,-120.3175,47.7205,5.44,Washington
2021-12-31,1.93,,,6.72204,"10km W of Palomar Observatory, CA",earthquake,,57,0,-116.9705,33.357,7.54,CA
2021-12-31,4.5,,,255.42640000000003,"253 km S of Sofifi, Indonesia",earthquake,,312,0,127.323,-1.5407,10.0,Indonesia
2021-12-31,1.58,,,7.248016000000001,"9km W of Palomar Observatory, CA",earthquake,,38,0,-116.9645,33.3561667,6.18,CA
2021-12-31,1.80999994,,,3.8275040000000002,"10 km ESE of P?hala, Hawaii",earthquake,,50,0,-155.397171020508,19.1561660766602,30.5499992370605,Hawaii
2021-12-31,0.58,,,7.084552,"18km ESE of Anza, CA",earthquake,,5,0,-116.4955,33.4976667,9.57,CA
2021-12-31,1.0,,,3.8275040000000002,"40 km NW of Nikiski, Alaska",earthquake,,15,0,-151.8593,60.9265,83.6,Alaska
2021-12-31,1.89999998,,,3.8275040000000002,"2 km SE of P?hala, Hawaii",earthquake,,56,0,-155.462661743164,19.1868324279785,35.25,Hawaii
2021-12-31,1.09,,,1.1386880000000001,"8km NW of The Geysers, CA",earthquake,,18,0,-122.8156662,38.8326683,1.63,CA
2021-12-31,1.51,,,3.282624,"6km W of Kenwood, CA",earthquake,,35,0,-122.6163333,38.4135,5.73,CA
2021-12-31,1.6,,,3.8275040000000002,"39 km WNW of Nanwalek, Alaska",earthquake,,39,0,-152.5864,59.4591,75.7,Alaska
2021-12-31,0.56,,,0.7620536,"6km NW of The Geysers, CA",earthquake,,5,0,-122.8013306,38.822834,2.39,CA
2021-12-31,0.66,,,5.149672,"24km ESE of Anza, CA",earthquake,,7,0,-116.4373333,33.478,13.55,CA
2021-12-31,2.25999999,,,3.8275040000000002,"2 km SSE of P?hala, Hawaii",earthquake,,79,0,-155.473663330078,19.1825008392334,34.7799987792969,Hawaii
2021-12-31,0.96,,,1.275464,"1km NE of The Geysers, CA",earthquake,,14,0,-122.7513333,38.7821667,0.37,CA
2021-12-31,1.01,,,3.8275040000000002,"11 km SSE of Volcano, Hawaii",earthquake,,16,0,-155.209333333333,19.3405,6.67,Hawaii
2021-12-31,2.1099999,,,3.8275040000000002,"10 km ENE of P?hala, Hawaii",earthquake,,68,0,-155.38883972168,19.2534999847412,32.0299987792969,Hawaii
2021-12-31,1.02,,,1.1309040000000001,"4km W of Cobb, CA",earthquake,,16,0,-122.7641678,38.8213348,2.14,CA
2021-12-31,1.07,,,2.8656240000000004,"3km NNW of Palomar Observatory, CA",earthquake,,18,0,-116.8793333,33.3753333,6.09,CA
2021-12-31,0.5,,,1.20652,"6km NNW of The Geysers, CA",earthquake,,4,0,-122.7963333,38.8250008,2.59,CA
2021-12-31,0.41,,,1.87372,"11km E of Mammoth Lakes, CA",earthquake,,3,0,-118.8511667,37.6496667,2.77,CA
2021-12-31,1.7,,,3.8275040000000002,"63 km ESE of Denali Park, Alaska",earthquake,,44,0,-147.6904,63.5508,3.3,Alaska
2021-12-31,2.91,,,8.4512,"7 km S of Indios, Puerto Rico",earthquake,,130,0,-66.8205,17.9268,12.0,Puerto Rico
2021-12-31,1.0,,,3.8275040000000002,"40 km NNE of Whittier, Alaska",ice quake,,15,0,-148.3019,61.0859,0.0,Alaska
2021-12-31,0.9,,,3.8275040000000002,"27 km NNE of Chase, Alaska",earthquake,,12,0,-149.8292,62.6659,18.5,Alaska
2021-12-31,0.8,,,14.98976,"5 km E of Howell, Utah",earthquake,,10,0,-112.3758333,41.792,5.02,Utah
2021-12-31,4.6,3.4,,49.372800000000005,"82 km NNE of Opotiki, New Zealand",earthquake,,327,0,177.7952,-37.3821,58.24,New Zealand
2021-12-31,1.2,,,5.4488,"4 km ENE of Coleville, California",earthquake,,22,0,-119.4574,38.5862,0.0,California
2021-12-31,1.1,,,3.8275040000000002,"32 km N of Valdez, Alaska",earthquake,,19,0,-146.4227,61.4181,26.7,Alaska
2021-12-31,0.77,,,41.2552,"46 km S of Virginia City, Montana",earthquake,,9,0,-111.9161667,44.873,4.67,Montana
2021-12-31,5.0,,,123.5432,"122 km NNE of Palu, Indonesia",earthquake,,385,0,120.4338,0.0488,106.77,Indonesia
2021-12-31,1.6,,,3.8275040000000002,"97 km SSE of Kokhanok, Alaska",earthquake,,39,0,-154.2502,58.6067,91.3,Alaska
2021-12-31,1.1,,,3.8275040000000002,"33 km WNW of Susitna, Alaska",earthquake,,19,0,-151.0704,61.6753,65.2,Alaska
2021-12-31,0.75,,,14.88968,"5 km E of Howell, Utah",earthquake,,9,0,-112.3771667,41.8011667,9.93,Utah
2021-12-31,0.34,,,0.9823408,"9km WNW of Cobb, CA",earthquake,,2,0,-122.8185,38.8466667,1.85,CA
2021-12-31,0.48,,,2.426384,"2km W of Julian, CA",earthquake,,4,0,-116.6235,33.0798333,12.74,CA
2021-12-31,1.3,,,3.8275040000000002,"65 km N of Petersville, Alaska",earthquake,,26,0,-150.7548,63.0875,116.5,Alaska
2021-12-31,0.6,,,3.8275040000000002,"85 km NNW of Karluk, Alaska",earthquake,,6,0,-154.8777,58.307,16.7,Alaska
2021-12-31,0.84,,,1.4378160000000002,"4km NNW of The Geysers, CA",earthquake,,11,0,-122.7788315,38.8066673,2.53,CA
2021-12-31,0.27,,,1.457832,"6km NNW of The Geysers, CA",earthquake,,1,0,-122.7933333,38.8225,3.31,CA
2021-12-31,0.34,,,3.6595920000000004,"16km NE of Borrego Springs, CA",earthquake,,2,0,-116.2703333,33.3641667,11.09,CA
2021-12-31,1.2,,,15.24552,"5km N of Yucca Valley, CA",earthquake,,22,0,-116.4271667,34.1591667,6.62,CA
2021-12-31,1.9,2.7,,12.343200000000001,"15 km SE of Hiko, Nevada",earthquake,,56,0,-115.0905,37.5129,9.5,Nevada
2021-12-31,1.3,,,3.8275040000000002,"12 km WNW of Point Possession, Alaska",earthquake,,26,0,-150.9151,60.9584,50.3,Alaska
2021-12-31,1.9,,,3.8275040000000002,"15 km WSW of Chenega, Alaska",earthquake,,56,0,-148.2683,60.0203,11.1,Alaska
2021-12-31,4.6,2.7,,189.7072,"66 km W of Abra Pampa, Argentina",earthquake,,326,0,-66.3373,-22.7823,238.14,Argentina
2021-12-31,3.1,,,175.5848,"30 km WSW of Birney, Montana",mining explosion,,148,0,-106.8409,45.1694,0.0,Montana
2021-12-31,1.28,,,0.6956672,"4km NNW of The Geysers, CA",earthquake,,25,0,-122.7803333,38.807,2.45,CA
2021-12-31,0.6,,,10.800856,"11km SSW of Searles Valley, CA",earthquake,,6,0,-117.4633333,35.6838333,8.01,CA
2021-12-31,4.1,,,51.3744,"93 km NNE of Iquique, Chile",earthquake,,259,0,-69.9532,-19.3919,73.49,Chile
2021-12-31,0.61,,,0.3467216,"3km WSW of Anderson Springs, CA",earthquake,,6,0,-122.7241669,38.7646675,1.9,CA
2021-12-31,0.87,,,9.017208,"4 km N of West Yellowstone, Montana",earthquake,,12,0,-111.102,44.7053333,8.49,Montana
2021-12-31,1.9,,,3.8275040000000002,"16 km WNW of Trapper Creek, Alaska",earthquake,,56,0,-150.5381,62.3689,64.1,Alaska
2021-12-31,0.3,,,4.18112,"24km E of San Ardo, CA",earthquake,,1,0,-120.6418333,36.062,5.19,CA
2021-12-31,0.84,,,1.4089040000000002,"5km WNW of The Geysers, CA",earthquake,,11,0,-122.8103333,38.7996674,2.22,CA
2021-12-31,0.59,,,1.1208960000000001,"11km ESE of Mammoth Lakes, CA",earthquake,,5,0,-118.8571667,37.61,3.36,CA
2021-12-31,0.9,,,3.336,"27 km SSE of Mina, Nevada",earthquake,,12,0,-117.9723,38.1703,1.7,Nevada
2021-12-31,1.3,,,4.2256,"27 km SSE of Mina, Nevada",earthquake,,26,0,-118.0013,38.1585,0.0,Nevada
2021-12-31,1.4,,,3.8275040000000002,"66 km WNW of Tanana, Alaska",earthquake,,30,0,-153.3618,65.4385,14.2,Alaska
2021-12-31,0.69,,,3.8275040000000002,"147 km W of Adak, Alaska",earthquake,,7,0,-178.776333333333,51.8131666666667,7.11,Alaska
2021-12-31,1.39,,,1.1954,"7km W of Cobb, CA",earthquake,,30,0,-122.8053333,38.8335,1.9,CA
2021-12-31,4.7,,,144.8936,"128 km NNE of Ba, Fiji",earthquake,,340,0,178.0668,-16.4344,10.0,Fiji
2021-12-31,1.19,,,5.0373600000000005,"18km S of Trona, CA",earthquake,,22,0,-117.4103333,35.6028333,5.43,CA
2021-12-31,4.3,,,670.3136,south of the Fiji Islands,earthquake,,284,0,-179.7064,-23.426,552.11,south of the Fiji Islands
2021-12-31,1.22,,,2.569832,"5km S of Lytle Creek, CA",earthquake,,23,0,-117.4913333,34.212,6.39,CA
2021-12-31,4.6,,,91.5176,"Pulau Pulau Tanimbar, Indonesia",earthquake,,326,0,130.6294,-8.4743,10.0,Indonesia
2021-12-31,2.49,1.0,,3.8275040000000002,"5 km ENE of P?hala, Hawaii",earthquake,,95,0,-155.426162719727,19.2233333587646,33.310001373291,Hawaii
2021-12-31,4.5,,,211.836,"193 km ESE of Kokopo, Papua New Guinea",earthquake,,312,0,153.7642,-5.2402,57.17,Papua New Guinea
2021-12-31,4.6,,,139.55599999999998,"30 km ESE of Santiago, Philippines",earthquake,,326,0,126.8379,7.2006,50.78,Philippines
2021-12-31,1.12,,,2.5464800000000003,"2km NNW of Palomar Observatory, CA",earthquake,,19,0,-116.8715,33.3753333,6.18,CA
2021-12-31,0.26,,,4.773816,"16km W of Searles Valley, CA",earthquake,,1,0,-117.5763333,35.7763333,7.72,CA
