time,mag,cdi,mmi,dmin,place,earthquakeType,sig,tsunami,longitude,latitude,depth,country,id_e
29/5/2023 0:00:00,4.1,3.1,4.1605,212.0584,"near the east coast of Honshu, Japan",earthquake,259,0,140.2563,35.5444,59.473,japan,"2023-05-29 00:00:00_near the east coast of Honshu, Japan_earthquake_4.1_140.2563_35.5444"
28/5/2023 0:00:00,4.4,3.1,4.1605,257.6504,"6 km SSE of Hasaki, Japan",earthquake,298,0,140.865,35.6786,35,japan,"2023-05-28 00:00:00_6 km SSE of Hasaki, Japan_earthquake_4.4_140.865_35.6786"
28/5/2023 0:00:00,4.2,3.1,4.1605,482.4968,"238 km SE of Shikotan, Russia",earthquake,271,0,148.973,42.4278,10,russia,"2023-05-28 00:00:00_238 km SE of Shikotan, Russia_earthquake_4.2_148.973_42.4278"
28/5/2023 0:00:00,4.4,3.1,4.1605,80.3976,"83 km SSW of Honchō, Japan",earthquake,298,0,142.6376,41.4049,41.263,japan,"2023-05-28 00:00:00_83 km SSW of Honchō, Japan_earthquake_4.4_142.6376_41.4049"
28/5/2023 0:00:00,4.2,3.1,4.1605,205.8312,"98 km WSW of Kurio, Japan",earthquake,271,0,129.5368,29.83,127.439,japan,"2023-05-28 00:00:00_98 km WSW of Kurio, Japan_earthquake_4.2_129.5368_29.83"
27/5/2023 0:00:00,4.2,3.1,4.1605,646.5168,"235 km E of Kuril’sk, Russia",earthquake,271,0,150.8604,45.4738,48.869,russia,"2023-05-27 00:00:00_235 km E of Kuril’sk, Russia_earthquake_4.2_150.8604_45.4738"
27/5/2023 0:00:00,4.4,2,4.1605,256.4272,None,earthquake,298,0,140.8207,35.6226,44.103,None,2023-05-27 00:00:00_None_earthquake_4.4_140.8207_35.6226
27/5/2023 0:00:00,4.8,3.1,4.1605,174.9176,"57 km WSW of Kurio, Japan",earthquake,354,0,129.912,30.0021,10,japan,"2023-05-27 00:00:00_57 km WSW of Kurio, Japan_earthquake_4.8_129.912_30.0021"
26/5/2023 0:00:00,6.1,5.6,4.863,233.0752,"12 km SE of Narutō, Japan",earthquake,679,0,140.5224,35.5235,42,japan,"2023-05-26 00:00:00_12 km SE of Narutō, Japan_earthquake_6.1_140.5224_35.5235"
26/5/2023 0:00:00,4.4,3.1,4.1605,244.3064,None,earthquake,298,0,126.1657,25.7118,10,None,2023-05-26 00:00:00_None_earthquake_4.4_126.1657_25.7118
26/5/2023 0:00:00,4.2,3.1,4.1605,239.7472,"18 km SE of Yokoshiba, Japan",earthquake,271,0,140.606,35.5159,40.543,japan,"2023-05-26 00:00:00_18 km SE of Yokoshiba, Japan_earthquake_4.2_140.606_35.5159"
26/5/2023 0:00:00,4.6,3.8,4.1605,249.5328,None,earthquake,326,0,140.7136,35.5823,30.409,None,2023-05-26 00:00:00_None_earthquake_4.6_140.7136_35.5823
25/5/2023 0:00:00,4.6,3.1,4.1605,54.1544,"Hokkaido, Japan region",earthquake,326,0,142.517,42.1166,66.774,japan region,"2023-05-25 00:00:00_Hokkaido, Japan region_earthquake_4.6_142.517_42.1166"
25/5/2023 0:00:00,4.4,3.1,4.1605,193.8216,"Izu Islands, Japan region",earthquake,298,0,141.8022,32.627,10,japan region,"2023-05-25 00:00:00_Izu Islands, Japan region_earthquake_4.4_141.8022_32.627"
25/5/2023 0:00:00,4.3,3.1,4.1605,213.2816,"57 km SE of Shinmachi, Japan",earthquake,284,0,140.8268,34.8432,50.753,japan,"2023-05-25 00:00:00_57 km SE of Shinmachi, Japan_earthquake_4.3_140.8268_34.8432"
24/5/2023 0:00:00,4.3,3.1,4.1605,120.4296,"80 km WNW of Nagata, Japan",earthquake,284,0,129.653,30.6688,228.204,japan,"2023-05-24 00:00:00_80 km WNW of Nagata, Japan_earthquake_4.3_129.653_30.6688"
24/5/2023 0:00:00,4.3,3.1,4.1605,456.3648,"off the east coast of Honshu, Japan",earthquake,284,0,144.3597,37.5775,10,japan,"2023-05-24 00:00:00_off the east coast of Honshu, Japan_earthquake_4.3_144.3597_37.5775"
23/5/2023 0:00:00,4.1,3.1,4.1605,43.5904,"65 km SE of Honchō, Japan",earthquake,259,0,143.4504,41.6893,42.574,japan,"2023-05-23 00:00:00_65 km SE of Honchō, Japan_earthquake_4.1_143.4504_41.6893"
23/5/2023 0:00:00,4.1,3.1,4.1605,201.0496,"157 km NNW of Hirara, Japan",earthquake,259,0,124.7522,26.1332,233.204,japan,"2023-05-23 00:00:00_157 km NNW of Hirara, Japan_earthquake_4.1_124.7522_26.1332"
22/5/2023 0:00:00,4.2,3.1,4.1605,149.7864,"122 km NW of Tarama, Japan",earthquake,271,0,123.935,25.5257,165.426,japan,"2023-05-22 00:00:00_122 km NW of Tarama, Japan_earthquake_4.2_123.935_25.5257"
22/5/2023 0:00:00,5.1,3.1,4.1605,106.196,"41 km SE of Shimoda, Japan",earthquake,405,0,139.3058,34.4462,10,japan,"2023-05-22 00:00:00_41 km SE of Shimoda, Japan_earthquake_5.1_139.3058_34.4462"
22/5/2023 0:00:00,4.2,3.1,4.1605,142.5584,"18 km SSE of Kushiro, Japan",earthquake,271,0,144.4942,42.8308,59.49,japan,"2023-05-22 00:00:00_18 km SSE of Kushiro, Japan_earthquake_4.2_144.4942_42.8308"
22/5/2023 0:00:00,4.9,3.1,4.1605,96.188,"38 km SSE of Shimoda, Japan",earthquake,369,0,139.1655,34.377,6.421,japan,"2023-05-22 00:00:00_38 km SSE of Shimoda, Japan_earthquake_4.9_139.1655_34.377"
21/5/2023 0:00:00,4.4,3.1,4.1605,135.8864,"49 km NE of Anamizu, Japan",earthquake,298,0,137.3086,37.5373,10,japan,"2023-05-21 00:00:00_49 km NE of Anamizu, Japan_earthquake_4.4_137.3086_37.5373"
21/5/2023 0:00:00,5.5,3.1,3.489,225.6248,"135 km WSW of Kurio, Japan",earthquake,465,0,129.1107,29.8362,184,japan,"2023-05-21 00:00:00_135 km WSW of Kurio, Japan_earthquake_5.5_129.1107_29.8362"
21/5/2023 0:00:00,4.1,3.1,4.1605,353.1712,"88 km E of Minami-Sōma, Japan",earthquake,259,0,141.9801,37.6894,35,japan,"2023-05-21 00:00:00_88 km E of Minami-Sōma, Japan_earthquake_4.1_141.9801_37.6894"
21/5/2023 0:00:00,4.4,3.1,4.1605,137.1096,"16 km NNE of Miyako, Japan",earthquake,298,0,142.0005,39.7844,61.292,japan,"2023-05-21 00:00:00_16 km NNE of Miyako, Japan_earthquake_4.4_142.0005_39.7844"
21/5/2023 0:00:00,4.8,3.1,4.1605,355.284,"28 km SE of Shikotan, Russia",earthquake,354,0,146.9539,43.608,35,russia,"2023-05-21 00:00:00_28 km SE of Shikotan, Russia_earthquake_4.8_146.9539_43.608"
21/5/2023 0:00:00,4.3,3.1,4.1605,150.5648,"117 km ENE of Kuji, Japan",earthquake,284,0,143.0018,40.6649,44.45,japan,"2023-05-21 00:00:00_117 km ENE of Kuji, Japan_earthquake_4.3_143.0018_40.6649"
20/5/2023 0:00:00,4.6,2,4.1605,185.704,"19 km SE of Wada, Japan",earthquake,326,0,140.1882,34.939,81.514,japan,"2023-05-20 00:00:00_19 km SE of Wada, Japan_earthquake_4.6_140.1882_34.939"
19/5/2023 0:00:00,4.1,3.1,4.1605,684.436,"Bonin Islands, Japan region",earthquake,259,0,140.3382,26.9561,499.472,japan region,"2023-05-19 00:00:00_Bonin Islands, Japan region_earthquake_4.1_140.3382_26.9561"
19/5/2023 0:00:00,4.3,3.1,4.1605,404.6568,"Izu Islands, Japan region",earthquake,284,0,141.0944,29.6345,62.763,japan region,"2023-05-19 00:00:00_Izu Islands, Japan region_earthquake_4.3_141.0944_29.6345"
19/5/2023 0:00:00,4.5,3.1,4.1605,288.008,"216 km E of Miyako, Japan",earthquake,312,0,144.4629,39.6195,10,japan,"2023-05-19 00:00:00_216 km E of Miyako, Japan_earthquake_4.5_144.4629_39.6195"
18/5/2023 0:00:00,4.6,3.1,4.1605,162.352,"Shikoku, Japan",earthquake,326,0,132.2106,33.2888,62.252,japan,"2023-05-18 00:00:00_Shikoku, Japan_earthquake_4.6_132.2106_33.2888"
18/5/2023 0:00:00,4.3,3.1,4.1605,266.1016,"Izu Islands, Japan region",earthquake,284,0,141.7853,31.3961,25.728,japan region,"2023-05-18 00:00:00_Izu Islands, Japan region_earthquake_4.3_141.7853_31.3961"
17/5/2023 0:00:00,4.2,3.1,4.1605,430.1216,Kuril Islands,earthquake,271,0,147.9598,44.0402,53.45,kuril islands,2023-05-17 00:00:00_Kuril Islands_earthquake_4.2_147.9598_44.0402
17/5/2023 0:00:00,4.2,3.1,4.1605,543.6568,None,earthquake,271,0,149.3652,44.7279,35,None,2023-05-17 00:00:00_None_earthquake_4.2_149.3652_44.7279
17/5/2023 0:00:00,4.2,3.1,4.1605,528.6448,"130 km SE of Kuril’sk, Russia",earthquake,271,0,149.1944,44.5229,41.826,russia,"2023-05-17 00:00:00_130 km SE of Kuril’sk, Russia_earthquake_4.2_149.1944_44.5229"
16/5/2023 0:00:00,4.6,3.1,4.1605,61.6048,"Izu Islands, Japan region",earthquake,326,0,139.1696,33.3263,10,japan region,"2023-05-16 00:00:00_Izu Islands, Japan region_earthquake_4.6_139.1696_33.3263"
16/5/2023 0:00:00,4.3,3.1,4.1605,59.0472,"146 km S of Shimoda, Japan",earthquake,284,0,139.2314,33.3812,10,japan,"2023-05-16 00:00:00_146 km S of Shimoda, Japan_earthquake_4.3_139.2314_33.3812"
