time,mag,cdi,mmi,dmin,place,earthquakeType,sig,tsunami,longitude,latitude,depth,country,id_e
19/5/2023 0:00:00,4.1,3.1,4.1605,684.436,"Bonin Islands, Japan region",earthquake,259,0,140.3382,26.9561,499.472,japan region,"2023-05-19 00:00:00_Bonin Islands, Japan region_earthquake_4.1_140.3382_26.9561"
19/5/2023 0:00:00,4.3,3.1,4.1605,404.6568,"Izu Islands, Japan region",earthquake,284,0,141.0944,29.6345,62.763,japan region,"2023-05-19 00:00:00_Izu Islands, Japan region_earthquake_4.3_141.0944_29.6345"
19/5/2023 0:00:00,4.5,3.1,4.1605,288.008,"216 km E of Miyako, Japan",earthquake,312,0,144.4629,39.6195,10,japan,"2023-05-19 00:00:00_216 km E of Miyako, Japan_earthquake_4.5_144.4629_39.6195"
18/5/2023 0:00:00,4.6,3.1,4.1605,162.352,"Shikoku, Japan",earthquake,326,0,132.2106,33.2888,62.252,japan,"2023-05-18 00:00:00_Shikoku, Japan_earthquake_4.6_132.2106_33.2888"
18/5/2023 0:00:00,4.3,3.1,4.1605,266.1016,"Izu Islands, Japan region",earthquake,284,0,141.7853,31.3961,25.728,japan region,"2023-05-18 00:00:00_Izu Islands, Japan region_earthquake_4.3_141.7853_31.3961"
17/5/2023 0:00:00,4.2,3.1,4.1605,430.1216,Kuril Islands,earthquake,271,0,147.9598,44.0402,53.45,kuril islands,2023-05-17 00:00:00_Kuril Islands_earthquake_4.2_147.9598_44.0402
17/5/2023 0:00:00,4.2,3.1,4.1605,543.6568,None,earthquake,271,0,149.3652,44.7279,35,None,2023-05-17 00:00:00_None_earthquake_4.2_149.3652_44.7279
17/5/2023 0:00:00,4.2,3.1,4.1605,528.6448,"130 km SE of Kuril’sk, Russia",earthquake,271,0,149.1944,44.5229,41.826,russia,"2023-05-17 00:00:00_130 km SE of Kuril’sk, Russia_earthquake_4.2_149.1944_44.5229"
16/5/2023 0:00:00,4.6,3.1,4.1605,61.6048,"Izu Islands, Japan region",earthquake,326,0,139.1696,33.3263,10,japan region,"2023-05-16 00:00:00_Izu Islands, Japan region_earthquake_4.6_139.1696_33.3263"
16/5/2023 0:00:00,4.3,3.1,4.1605,59.0472,"146 km S of Shimoda, Japan",earthquake,284,0,139.2314,33.3812,10,japan,"2023-05-16 00:00:00_146 km S of Shimoda, Japan_earthquake_4.3_139.2314_33.3812"
16/5/2023 0:00:00,4.7,3.1,4.1605,38.2528,"165 km SSE of Shimoda, Japan",earthquake,340,0,139.3961,33.2327,10,japan,"2023-05-16 00:00:00_165 km SSE of Shimoda, Japan_earthquake_4.7_139.3961_33.2327"
16/5/2023 0:00:00,4.2,3.1,4.1605,224.1792,"6 km SE of Hitachi, Japan",earthquake,271,0,140.7121,36.5622,75.701,japan,"2023-05-16 00:00:00_6 km SE of Hitachi, Japan_earthquake_4.2_140.7121_36.5622"
16/5/2023 0:00:00,4.2,3.1,4.1605,160.5728,"56 km NNW of Tarama, Japan",earthquake,271,0,124.4328,25.1156,83.188,japan,"2023-05-16 00:00:00_56 km NNW of Tarama, Japan_earthquake_4.2_124.4328_25.1156"
15/5/2023 0:00:00,4.6,3.1,4.1605,50.3736,"158 km S of Shimoda, Japan",earthquake,326,0,139.2745,33.2725,16.619,japan,"2023-05-15 00:00:00_158 km S of Shimoda, Japan_earthquake_4.6_139.2745_33.2725"
15/5/2023 0:00:00,4.2,3.1,4.1605,92.1848,"71 km ESE of Katsuren-haebaru, Japan",earthquake,271,0,128.5015,26.0298,10,japan,"2023-05-15 00:00:00_71 km ESE of Katsuren-haebaru, Japan_earthquake_4.2_128.5015_26.0298"
15/5/2023 0:00:00,4.4,3.1,4.1605,146.0056,"105 km WNW of Ie, Japan",earthquake,298,0,126.8256,27.0676,132.13,japan,"2023-05-15 00:00:00_105 km WNW of Ie, Japan_earthquake_4.4_126.8256_27.0676"
14/5/2023 0:00:00,4.8,3.1,4.1605,53.932,"154 km SSE of Shimoda, Japan",earthquake,354,0,139.2826,33.3091,10,japan,"2023-05-14 00:00:00_154 km SSE of Shimoda, Japan_earthquake_4.8_139.2826_33.3091"
14/5/2023 0:00:00,4.8,3.1,4.1605,51.9304,"162 km S of Shimoda, Japan",earthquake,354,0,139.2775,33.2405,14.129,japan,"2023-05-14 00:00:00_162 km S of Shimoda, Japan_earthquake_4.8_139.2775_33.2405"
14/5/2023 0:00:00,5.2,3.1,4.1605,54.0432,"143 km SSE of Shimoda, Japan",earthquake,416,0,139.3741,33.4328,10,japan,"2023-05-14 00:00:00_143 km SSE of Shimoda, Japan_earthquake_5.2_139.3741_33.4328"
14/5/2023 0:00:00,4.7,3.1,4.1605,50.04,"Izu Islands, Japan region",earthquake,340,0,139.3353,33.3194,18.995,japan region,"2023-05-14 00:00:00_Izu Islands, Japan region_earthquake_4.7_139.3353_33.3194"
14/5/2023 0:00:00,5.6,1,4.052,58.1576,"141 km SSE of Shimoda, Japan",earthquake,483,0,139.3262,33.4427,13.261,japan,"2023-05-14 00:00:00_141 km SSE of Shimoda, Japan_earthquake_5.6_139.3262_33.4427"
14/5/2023 0:00:00,4.4,3.1,4.1605,51.3744,"152 km SSE of Shimoda, Japan",earthquake,298,0,139.2949,33.3334,14.371,japan,"2023-05-14 00:00:00_152 km SSE of Shimoda, Japan_earthquake_4.4_139.2949_33.3334"
14/5/2023 0:00:00,5.8,3.1,4.014,47.1488,"156 km SSE of Shimoda, Japan",earthquake,518,0,139.3665,33.3132,12.769,japan,"2023-05-14 00:00:00_156 km SSE of Shimoda, Japan_earthquake_5.8_139.3665_33.3132"
14/5/2023 0:00:00,4.6,3.1,4.1605,53.4872,"157 km S of Shimoda, Japan",earthquake,326,0,139.2738,33.279,14.31,japan,"2023-05-14 00:00:00_157 km S of Shimoda, Japan_earthquake_4.6_139.2738_33.279"
14/5/2023 0:00:00,4.7,3.1,4.1605,45.1472,"157 km SSE of Shimoda, Japan",earthquake,340,0,139.3771,33.3052,19.914,japan,"2023-05-14 00:00:00_157 km SSE of Shimoda, Japan_earthquake_4.7_139.3771_33.3052"
14/5/2023 0:00:00,4.4,3.1,4.1605,56.0448,"Izu Islands, Japan region",earthquake,298,0,139.2439,33.2756,10,japan region,"2023-05-14 00:00:00_Izu Islands, Japan region_earthquake_4.4_139.2439_33.2756"
14/5/2023 0:00:00,4.1,3.1,4.1605,62.4944,"164 km S of Shimoda, Japan",earthquake,259,0,139.1515,33.2022,10,japan,"2023-05-14 00:00:00_164 km S of Shimoda, Japan_earthquake_4.1_139.1515_33.2022"
14/5/2023 0:00:00,5.4,1,4.269,50.3736,"149 km SSE of Shimoda, Japan",earthquake,449,0,139.3714,33.3767,18.623,japan,"2023-05-14 00:00:00_149 km SSE of Shimoda, Japan_earthquake_5.4_139.3714_33.3767"
14/5/2023 0:00:00,5,3.1,4.1605,37.6968,"158 km SSE of Shimoda, Japan",earthquake,385,0,139.4954,33.3252,9.473,japan,"2023-05-14 00:00:00_158 km SSE of Shimoda, Japan_earthquake_5.0_139.4954_33.3252"
14/5/2023 0:00:00,4.6,3.1,4.1605,53.2648,"Izu Islands, Japan region",earthquake,326,0,139.3133,33.3483,11.306,japan region,"2023-05-14 00:00:00_Izu Islands, Japan region_earthquake_4.6_139.3133_33.3483"
14/5/2023 0:00:00,4.1,3.1,4.1605,32.9152,"164 km SSE of Shimoda, Japan",earthquake,259,0,139.5148,33.2733,10,japan,"2023-05-14 00:00:00_164 km SSE of Shimoda, Japan_earthquake_4.1_139.5148_33.2733"
14/5/2023 0:00:00,4.2,3.1,4.1605,53.5984,"158 km S of Shimoda, Japan",earthquake,271,0,139.2717,33.277,10,japan,"2023-05-14 00:00:00_158 km S of Shimoda, Japan_earthquake_4.2_139.2717_33.277"
14/5/2023 0:00:00,5,3.1,4.1605,51.708,"145 km SSE of Shimoda, Japan",earthquake,385,0,139.3909,33.4166,10,japan,"2023-05-14 00:00:00_145 km SSE of Shimoda, Japan_earthquake_5.0_139.3909_33.4166"
14/5/2023 0:00:00,3.9,2.7,4.1605,146.1168,"45 km NE of Tonghae, South Korea",earthquake,236,0,129.4695,37.8336,12.995,south korea,"2023-05-14 00:00:00_45 km NE of Tonghae, South Korea_earthquake_3.9_129.4695_37.8336"
14/5/2023 0:00:00,4.2,3.1,4.1605,621.7192,"Bonin Islands, Japan region",earthquake,271,0,139.9727,27.5075,401.587,japan region,"2023-05-14 00:00:00_Bonin Islands, Japan region_earthquake_4.2_139.9727_27.5075"
14/5/2023 0:00:00,5,3.1,4.1605,475.4912,"54 km ENE of Kuril’sk, Russia",earthquake,385,0,148.5079,45.4259,135.61,russia,"2023-05-14 00:00:00_54 km ENE of Kuril’sk, Russia_earthquake_5.0_148.5079_45.4259"
14/5/2023 0:00:00,4.9,3.1,4.1605,53.932,"148 km SSE of Shimoda, Japan",earthquake,369,0,139.3249,33.3763,10,japan,"2023-05-14 00:00:00_148 km SSE of Shimoda, Japan_earthquake_4.9_139.3249_33.3763"
14/5/2023 0:00:00,5.1,3.1,4.1605,65.052,"144 km S of Shimoda, Japan",earthquake,400,0,139.1999,33.3944,10,japan,"2023-05-14 00:00:00_144 km S of Shimoda, Japan_earthquake_5.1_139.1999_33.3944"
13/5/2023 0:00:00,5.2,3.1,4.1605,174.3616,"53 km SW of Kurio, Japan",earthquake,416,0,129.9763,29.9909,10,japan,"2023-05-13 00:00:00_53 km SW of Kurio, Japan_earthquake_5.2_129.9763_29.9909"
13/5/2023 0:00:00,4.6,3.1,4.1605,766.8352,None,earthquake,326,0,142.3694,26.5639,26.33,None,2023-05-13 00:00:00_None_earthquake_4.6_142.3694_26.5639
12/5/2023 0:00:00,4.1,3.1,4.1605,140.3344,"10 km SW of Hachiōji, Japan",earthquake,259,0,139.2556,35.5849,136.75,japan,"2023-05-12 00:00:00_10 km SW of Hachiōji, Japan_earthquake_4.1_139.2556_35.5849"
12/5/2023 0:00:00,4.3,3.1,4.1605,142.1136,None,earthquake,285,0,132.3792,33.4635,55.487,None,2023-05-12 00:00:00_None_earthquake_4.3_132.3792_33.4635
12/5/2023 0:00:00,4.4,3.1,4.1605,564.2288,None,earthquake,298,0,142.6011,28.6275,10,None,2023-05-12 00:00:00_None_earthquake_4.4_142.6011_28.6275
11/5/2023 0:00:00,4.4,3.1,4.1605,170.2472,"Kyushu, Japan",earthquake,298,0,129.8965,30.0506,10.717,japan,"2023-05-11 00:00:00_Kyushu, Japan_earthquake_4.4_129.8965_30.0506"
11/5/2023 0:00:00,5.2,3.1,4.1605,37.0296,"23 km WNW of Hiroo, Japan",earthquake,417,0,143.0155,42.3313,61.946,japan,"2023-05-11 00:00:00_23 km WNW of Hiroo, Japan_earthquake_5.2_143.0155_42.3313"
11/5/2023 0:00:00,4.4,3.1,4.1605,512.9656,"116 km SE of Kuril’sk, Russia",earthquake,298,0,148.995,44.5474,47.899,russia,"2023-05-11 00:00:00_116 km SE of Kuril’sk, Russia_earthquake_4.4_148.995_44.5474"
10/5/2023 0:00:00,5.2,5.6,4.1605,180.2552,"2 km NW of Kamogawa, Japan",earthquake,479,0,140.0835,35.1101,39.691,japan,"2023-05-10 00:00:00_2 km NW of Kamogawa, Japan_earthquake_5.2_140.0835_35.1101"
10/5/2023 0:00:00,4.9,2.7,4.1605,144.8936,"51 km NE of Anamizu, Japan",earthquake,370,0,137.2542,37.6064,10,japan,"2023-05-10 00:00:00_51 km NE of Anamizu, Japan_earthquake_4.9_137.2542_37.6064"
10/5/2023 0:00:00,4.4,3.4,4.1605,184.2584,"2 km N of Honchō, Japan",earthquake,304,0,139.9899,35.724,70.507,japan,"2023-05-10 00:00:00_2 km N of Honchō, Japan_earthquake_4.4_139.9899_35.724"
10/5/2023 0:00:00,4,3.1,4.1605,226.0696,"Izu Islands, Japan region",earthquake,246,0,138.3477,31.4854,364.013,japan region,"2023-05-10 00:00:00_Izu Islands, Japan region_earthquake_4.0_138.3477_31.4854"
9/5/2023 0:00:00,4,3.1,4.1605,110.8664,"30 km E of Goj?nome, Japan",earthquake,246,0,140.4653,39.9027,154.709,japan,"2023-05-09 00:00:00_30 km E of Goj?nome, Japan_earthquake_4.0_140.4653_39.9027"
9/5/2023 0:00:00,4.2,3.1,4.1605,137.888,"10 km N of Miyako, Japan",earthquake,271,0,141.937,39.7436,62.235,japan,"2023-05-09 00:00:00_10 km N of Miyako, Japan_earthquake_4.2_141.937_39.7436"
9/5/2023 0:00:00,4.3,2,4.1605,129.6592,"near the east coast of Honshu, Japan",earthquake,285,0,142.1384,39.9598,52.506,japan,"2023-05-09 00:00:00_near the east coast of Honshu, Japan_earthquake_4.3_142.1384_39.9598"
9/5/2023 0:00:00,4.3,3.1,4.1605,76.3944,"55 km ENE of Misawa, Japan",earthquake,284,0,141.9398,40.9667,62.792,japan,"2023-05-09 00:00:00_55 km ENE of Misawa, Japan_earthquake_4.3_141.9398_40.9667"
9/5/2023 0:00:00,4,3.1,4.1605,846.4544,"Bonin Islands, Japan region",earthquake,246,0,139.7311,27.9999,454,japan region,"2023-05-09 00:00:00_Bonin Islands, Japan region_earthquake_4.0_139.7311_27.9999"
9/5/2023 0:00:00,4.4,3.1,4.1605,130.3264,"53 km NE of Anamizu, Japan",earthquake,298,0,137.39,37.5219,10,japan,"2023-05-09 00:00:00_53 km NE of Anamizu, Japan_earthquake_4.4_137.39_37.5219"
9/5/2023 0:00:00,4.8,3.4,4.1605,140.7792,"43 km NE of Anamizu, Japan",earthquake,355,0,137.2169,37.5372,4.863,japan,"2023-05-09 00:00:00_43 km NE of Anamizu, Japan_earthquake_4.8_137.2169_37.5372"
8/5/2023 0:00:00,4.3,3.1,4.1605,66.164,"248 km SSE of Tateyama, Japan",earthquake,284,0,140.4059,32.7878,77.73,japan,"2023-05-08 00:00:00_248 km SSE of Tateyama, Japan_earthquake_4.3_140.4059_32.7878"
8/5/2023 0:00:00,4.3,3.1,4.1605,132.4392,"70 km NNW of Itoigawa, Japan",earthquake,284,0,137.537,37.6125,9.603,japan,"2023-05-08 00:00:00_70 km NNW of Itoigawa, Japan_earthquake_4.3_137.537_37.6125"
8/5/2023 0:00:00,4.2,3.1,4.1605,177.2528,None,earthquake,272,0,140.0409,37.1603,126.576,None,2023-05-08 00:00:00_None_earthquake_4.2_140.0409_37.1603
8/5/2023 0:00:00,4.9,1,4.1605,133.44,"47 km NE of Anamizu, Japan",earthquake,369,0,137.3075,37.5099,5.996,japan,"2023-05-08 00:00:00_47 km NE of Anamizu, Japan_earthquake_4.9_137.3075_37.5099"
7/5/2023 0:00:00,4.1,3.1,4.1605,279.3344,"Izu Islands, Japan region",earthquake,259,0,139.8724,30.5965,115.962,japan region,"2023-05-07 00:00:00_Izu Islands, Japan region_earthquake_4.1_139.8724_30.5965"
6/5/2023 0:00:00,4.2,3.1,4.1605,218.0632,"86 km SW of Yudomari, Japan",earthquake,271,0,129.9756,29.5859,90.653,japan,"2023-05-06 00:00:00_86 km SW of Yudomari, Japan_earthquake_4.2_129.9756_29.5859"
6/5/2023 0:00:00,4.6,3.1,4.1605,1279.5784,"Volcano Islands, Japan region",earthquake,326,0,143.643,25.3221,10,japan region,"2023-05-06 00:00:00_Volcano Islands, Japan region_earthquake_4.6_143.643_25.3221"
6/5/2023 0:00:00,4.2,3.1,4.1605,363.8464,"Izu Islands, Japan region",earthquake,271,0,139.3929,29.257,406.213,japan region,"2023-05-06 00:00:00_Izu Islands, Japan region_earthquake_4.2_139.3929_29.257"
5/5/2023 0:00:00,4.8,3.1,4.1605,137.2208,"42 km NE of Anamizu, Japan",earthquake,354,0,137.2324,37.5062,10,japan,"2023-05-05 00:00:00_42 km NE of Anamizu, Japan_earthquake_4.8_137.2324_37.5062"
5/5/2023 0:00:00,4.5,3.1,4.1605,266.324,"58 km SE of Nemuro, Japan",earthquake,312,0,146.1184,42.9852,50.933,japan,"2023-05-05 00:00:00_58 km SE of Nemuro, Japan_earthquake_4.5_146.1184_42.9852"
5/5/2023 0:00:00,5.9,3.4,4.359,111.0888,"68 km ENE of Mutsu, Japan",earthquake,537,0,141.9826,41.5095,59,japan,"2023-05-05 00:00:00_68 km ENE of Mutsu, Japan_earthquake_5.9_141.9826_41.5095"
5/5/2023 0:00:00,5.6,7.2,6.776,133.2176,"43 km NE of Anamizu, Japan",earthquake,495,0,137.2752,37.4872,10,japan,"2023-05-05 00:00:00_43 km NE of Anamizu, Japan_earthquake_5.6_137.2752_37.4872"
5/5/2023 0:00:00,4.6,3.1,4.1605,170.9144,"5 km SSE of Yamada, Japan",earthquake,326,0,141.9781,39.42,62.467,japan,"2023-05-05 00:00:00_5 km SSE of Yamada, Japan_earthquake_4.6_141.9781_39.42"
5/5/2023 0:00:00,6.2,7.8,8.103,137.332,None,earthquake,692,0,137.2994,37.5476,10,None,2023-05-05 00:00:00_None_earthquake_6.2_137.2994_37.5476
5/5/2023 0:00:00,4.4,3.1,4.1605,108.3088,None,earthquake,298,0,142.1245,41.422,60.463,None,2023-05-05 00:00:00_None_earthquake_4.4_142.1245_41.422
5/5/2023 0:00:00,4.4,3.1,4.1605,138.3328,"41 km NE of Anamizu, Japan",earthquake,298,0,137.2187,37.5102,9.873,japan,"2023-05-05 00:00:00_41 km NE of Anamizu, Japan_earthquake_4.4_137.2187_37.5102"
5/5/2023 0:00:00,4.6,3.1,4.1605,125.656,"near the west coast of Honshu, Japan",earthquake,326,0,137.3978,37.4752,10,japan,"2023-05-05 00:00:00_near the west coast of Honshu, Japan_earthquake_4.6_137.3978_37.4752"
4/5/2023 0:00:00,4.3,3.1,4.1605,104.8616,"79 km SE of Katsuren-haebaru, Japan",earthquake,284,0,128.5195,25.9161,10,japan,"2023-05-04 00:00:00_79 km SE of Katsuren-haebaru, Japan_earthquake_4.3_128.5195_25.9161"
4/5/2023 0:00:00,4.2,3.1,4.1605,149.6752,"12 km NNE of Shikabe, Japan",earthquake,271,0,140.8805,42.1297,125.005,japan,"2023-05-04 00:00:00_12 km NNE of Shikabe, Japan_earthquake_4.2_140.8805_42.1297"
3/5/2023 0:00:00,4.8,3.1,4.1605,781.5136,"Bonin Islands, Japan region",earthquake,354,0,143.7528,26.9507,13.008,japan region,"2023-05-03 00:00:00_Bonin Islands, Japan region_earthquake_4.8_143.7528_26.9507"
3/5/2023 0:00:00,4.1,3.1,4.1605,363.9576,"off the east coast of Honshu, Japan",earthquake,259,0,142.2723,36.7108,31.844,japan,"2023-05-03 00:00:00_off the east coast of Honshu, Japan_earthquake_4.1_142.2723_36.7108"
3/5/2023 0:00:00,4.5,3.1,4.1605,104.4168,"108 km SE of Hiroo, Japan",earthquake,312,0,144.335,41.6883,32.986,japan,"2023-05-03 00:00:00_108 km SE of Hiroo, Japan_earthquake_4.5_144.335_41.6883"
2/5/2023 0:00:00,4.1,3.1,4.1605,122.9872,"Hokkaido, Japan region",earthquake,259,0,141.3335,44.7588,258.978,japan region,"2023-05-02 00:00:00_Hokkaido, Japan region_earthquake_4.1_141.3335_44.7588"
2/5/2023 0:00:00,4.4,3.1,4.1605,261.876,"39 km ESE of Takahagi, Japan",earthquake,298,0,141.1332,36.5894,45.267,japan,"2023-05-02 00:00:00_39 km ESE of Takahagi, Japan_earthquake_4.4_141.1332_36.5894"
2/5/2023 0:00:00,4.1,3.1,4.1605,33.36,"220 km SSE of Shimoda, Japan",earthquake,259,0,140.1079,32.9453,132.941,japan,"2023-05-02 00:00:00_220 km SSE of Shimoda, Japan_earthquake_4.1_140.1079_32.9453"
1/5/2023 0:00:00,4.7,3.1,4.1605,96.8552,"81 km ESE of Katsuren-haebaru, Japan",earthquake,340,0,128.6084,26.0156,10,japan,"2023-05-01 00:00:00_81 km ESE of Katsuren-haebaru, Japan_earthquake_4.7_128.6084_26.0156"
1/5/2023 0:00:00,5.3,2.7,4.1605,95.632,"Ryukyu Islands, Japan",earthquake,433,0,128.5201,26.0019,20.024,japan,"2023-05-01 00:00:00_Ryukyu Islands, Japan_earthquake_5.3_128.5201_26.0019"
1/5/2023 0:00:00,5.1,3.1,4.1605,93.964,"Ryukyu Islands, Japan",earthquake,400,0,128.5306,26.0202,16.2,japan,"2023-05-01 00:00:00_Ryukyu Islands, Japan_earthquake_5.1_128.5306_26.0202"
1/5/2023 0:00:00,5.9,3.1,3.893,93.0744,"Ryukyu Islands, Japan",earthquake,539,0,128.4753,26.0161,9,japan,"2023-05-01 00:00:00_Ryukyu Islands, Japan_earthquake_5.9_128.4753_26.0161"
1/5/2023 0:00:00,4.5,3.1,4.1605,102.9712,"79 km SE of Katsuren-haebaru, Japan",earthquake,312,0,128.5263,25.9261,13.621,japan,"2023-05-01 00:00:00_79 km SE of Katsuren-haebaru, Japan_earthquake_4.5_128.5263_25.9261"
1/5/2023 0:00:00,4.9,3.1,4.1605,98.6344,"85 km SE of Taira, Japan",earthquake,369,0,128.7003,26.0335,10,japan,"2023-05-01 00:00:00_85 km SE of Taira, Japan_earthquake_4.9_128.7003_26.0335"
1/5/2023 0:00:00,4.6,3.1,4.1605,99.9688,None,earthquake,326,0,128.5766,25.976,10,None,2023-05-01 00:00:00_None_earthquake_4.6_128.5766_25.976
1/5/2023 0:00:00,4.2,3.1,4.1605,338.2704,"81 km SSE of Onagawa Chō, Japan",earthquake,271,0,141.9374,37.8196,55.111,japan,"2023-05-01 00:00:00_81 km SSE of Onagawa Chō, Japan_earthquake_4.2_141.9374_37.8196"
1/5/2023 0:00:00,4.5,3.1,4.1605,97.3,"81 km ESE of Katsuren-haebaru, Japan",earthquake,312,0,128.6108,26.0121,10,japan,"2023-05-01 00:00:00_81 km ESE of Katsuren-haebaru, Japan_earthquake_4.5_128.6108_26.0121"
1/5/2023 0:00:00,5.3,2.2,3.279,103.1936,"80 km ESE of Katsuren-haebaru, Japan",earthquake,433,0,128.5511,25.9389,10,japan,"2023-05-01 00:00:00_80 km ESE of Katsuren-haebaru, Japan_earthquake_5.3_128.5511_25.9389"
1/5/2023 0:00:00,4.3,3.1,4.1605,335.1568,"near the east coast of Honshu, Japan",earthquake,284,0,141.9376,37.849,43.177,japan,"2023-05-01 00:00:00_near the east coast of Honshu, Japan_earthquake_4.3_141.9376_37.849"
1/5/2023 0:00:00,5,3.1,4.1605,94.2976,"72 km ESE of Katsuren-haebaru, Japan",earthquake,385,0,128.5116,26.012,14.769,japan,"2023-05-01 00:00:00_72 km ESE of Katsuren-haebaru, Japan_earthquake_5.0_128.5116_26.012"
1/5/2023 0:00:00,4.4,3.1,4.1605,95.076,"70 km ESE of Katsuren-haebaru, Japan",earthquake,298,0,128.4743,25.997,10,japan,"2023-05-01 00:00:00_70 km ESE of Katsuren-haebaru, Japan_earthquake_4.4_128.4743_25.997"
30/4/2023 0:00:00,4.5,2.4,,57.0456,"27 km WSW of Urakawa, Japan",earthquake,312,0,142.471,42.0642,68.408,japan,"2023-04-30 00:00:00_27 km WSW of Urakawa, Japan_earthquake_4.5_142.471_42.0642"
30/4/2023 0:00:00,4.4,2.2,,216.7288,"7 km SE of Funaishikawa, Japan",earthquake,298,0,140.6219,36.4188,70.585,japan,"2023-04-30 00:00:00_7 km SE of Funaishikawa, Japan_earthquake_4.4_140.6219_36.4188"
30/4/2023 0:00:00,4.3,2.4,,294.4576,"50 km SE of Hasaki, Japan",earthquake,284,0,141.2927,35.4696,35.744,japan,"2023-04-30 00:00:00_50 km SE of Hasaki, Japan_earthquake_4.3_141.2927_35.4696"
30/4/2023 0:00:00,4.3,2.4,,331.4872,"Izu Islands, Japan region",earthquake,284,0,139.5891,29.0077,392.269,japan region,"2023-04-30 00:00:00_Izu Islands, Japan region_earthquake_4.3_139.5891_29.0077"
30/4/2023 0:00:00,4.4,2.4,,236.1888,"95 km S of Yudomari, Japan",earthquake,298,0,130.3405,29.3809,35,japan,"2023-04-30 00:00:00_95 km S of Yudomari, Japan_earthquake_4.4_130.3405_29.3809"
30/4/2023 0:00:00,4.4,2.4,,262.0984,"47 km E of Ōarai, Japan",earthquake,298,0,141.1086,36.2566,39.39,japan,"2023-04-30 00:00:00_47 km E of Ōarai, Japan_earthquake_4.4_141.1086_36.2566"
29/4/2023 0:00:00,4.9,2.4,,89.516,"Ryukyu Islands, Japan",earthquake,369,0,128.5132,26.0572,10,japan,"2023-04-29 00:00:00_Ryukyu Islands, Japan_earthquake_4.9_128.5132_26.0572"
29/4/2023 0:00:00,4.7,2.4,,95.8544,"78 km ESE of Katsuren-haebaru, Japan",earthquake,340,0,128.5728,26.0136,10,japan,"2023-04-29 00:00:00_78 km ESE of Katsuren-haebaru, Japan_earthquake_4.7_128.5728_26.0136"
29/4/2023 0:00:00,4.6,1,,95.2984,"72 km ESE of Katsuren-haebaru, Japan",earthquake,326,0,128.4928,25.9983,10,japan,"2023-04-29 00:00:00_72 km ESE of Katsuren-haebaru, Japan_earthquake_4.6_128.4928_25.9983"
29/4/2023 0:00:00,4.4,2.4,,98.8568,"81 km ESE of Katsuren-haebaru, Japan",earthquake,298,0,128.5948,25.9914,10,japan,"2023-04-29 00:00:00_81 km ESE of Katsuren-haebaru, Japan_earthquake_4.4_128.5948_25.9914"
29/4/2023 0:00:00,4.4,2.4,,88.96,"58 km SE of Katsuren-haebaru, Japan",earthquake,298,0,128.3524,26.0359,10,japan,"2023-04-29 00:00:00_58 km SE of Katsuren-haebaru, Japan_earthquake_4.4_128.3524_26.0359"
28/4/2023 0:00:00,4.4,2.4,,100.9696,"82 km ESE of Katsuren-haebaru, Japan",earthquake,298,0,128.5989,25.973,13.602,japan,"2023-04-28 00:00:00_82 km ESE of Katsuren-haebaru, Japan_earthquake_4.4_128.5989_25.973"
28/4/2023 0:00:00,4.4,2.4,,94.8536,"158 km SSE of Tateyama, Japan",earthquake,298,0,140.5739,33.6853,60.202,japan,"2023-04-28 00:00:00_158 km SSE of Tateyama, Japan_earthquake_4.4_140.5739_33.6853"
28/4/2023 0:00:00,4.4,2.4,,42.9232,"20 km SW of Urakawa, Japan",earthquake,298,0,142.6398,42.0108,63.311,japan,"2023-04-28 00:00:00_20 km SW of Urakawa, Japan_earthquake_4.4_142.6398_42.0108"
28/4/2023 0:00:00,4.5,2.4,,153.3448,"Izu Islands, Japan region",earthquake,312,0,140.8457,32.043,66.601,japan region,"2023-04-28 00:00:00_Izu Islands, Japan region_earthquake_4.5_140.8457_32.043"
27/4/2023 0:00:00,4.4,2.4,,266.88,"21 km E of Iwaki, Japan",earthquake,298,0,141.1233,37.0818,62.8,japan,"2023-04-27 00:00:00_21 km E of Iwaki, Japan_earthquake_4.4_141.1233_37.0818"
27/4/2023 0:00:00,5.3,3.4,,87.292,"72 km SE of Ginoza, Japan",earthquake,434,0,128.5561,26.0902,10,japan,"2023-04-27 00:00:00_72 km SE of Ginoza, Japan_earthquake_5.3_128.5561_26.0902"
27/4/2023 0:00:00,4.5,2.6,,51.9304,"Ryukyu Islands, Japan",earthquake,312,0,128.1259,26.3864,29.339,japan,"2023-04-27 00:00:00_Ryukyu Islands, Japan_earthquake_4.5_128.1259_26.3864"
27/4/2023 0:00:00,4.9,2.4,,97.5224,"Ryukyu Islands, Japan",earthquake,369,0,128.5497,25.9913,10,japan,"2023-04-27 00:00:00_Ryukyu Islands, Japan_earthquake_4.9_128.5497_25.9913"
27/4/2023 0:00:00,4.6,2.4,,104.9728,"84 km ESE of Katsuren-haebaru, Japan",earthquake,326,0,128.5939,25.9338,10,japan,"2023-04-27 00:00:00_84 km ESE of Katsuren-haebaru, Japan_earthquake_4.6_128.5939_25.9338"
27/4/2023 0:00:00,4.4,2.4,,95.2984,"79 km ESE of Katsuren-haebaru, Japan",earthquake,298,0,128.5922,26.025,10,japan,"2023-04-27 00:00:00_79 km ESE of Katsuren-haebaru, Japan_earthquake_4.4_128.5922_26.025"
