id,year,month,day,hour,locationName,latitude,longitude,eqMagnitude,eqDepth,damageAmountOrder,damageMillionsDollars,publish,housesDestroyedAmountOrderTotal,country,deathsAmountOrder,injuriesAmountOrderTotal,intensity
6330,1984,12.0,28.0,10.0,RUSSIA:  KAMCHATKA,56.2,163.4,7.0,33.0,,,True,,RUSSIA,,,
474,1277,7.0,20.0,,ITALY:  VERONA,45.3,11.0,5.1,,2.0,,True,,ITALY,2.0,,
5551,2000,1.0,3.0,22.0,INDIA-BANGLADESH BORDER:  MAHESHKHALI,22.132,92.771,4.6,33.0,1.0,,True,,INDIA,,,
2519,1897,9.0,20.0,19.0,PHILIPPINES:  NW MINDANAO:  DAPITAN,6.0,122.0,8.6,33.0,1.0,,True,,PHILIPPINES,,,7.0
3167,1920,12.0,17.0,18.0,ARGENTINA:  MENDOZA,-32.7,-68.4,6.0,10.0,3.0,,True,3.0,ARGENTINA,3.0,,8.0
5726,2003,9.0,29.0,15.0,RUSSIA:  KOSH-AGACH,50.0,87.89,4.4,10.0,1.0,,True,,RUSSIA,,,
4317,1964,5.0,7.0,5.0,TANZANIA,-4.0,34.9,6.0,33.0,3.0,,True,,TANZANIA,1.0,1.0,
5819,2004,12.0,1.0,17.0,ALGERIA:  BOUMERDAS,36.848,3.448,4.5,10.0,1.0,,True,,ALGERIA,,1.0,
5583,2000,11.0,17.0,21.0,PAPUA NEW GUINEA:  NEW BRITAIN,-5.496,151.781,7.8,33.0,,,True,,PAPUA NEW GUINEA,,,
9848,2011,4.0,4.0,11.0,"NEPAL-INDIA:  UTTARAKHAND, UTTAR PRADESH",29.698,80.754,5.4,26.0,1.0,,True,,NEPAL,,,
2013,1857,12.0,16.0,21.0,"ITALY:  CAMPANIA, POTENZA",40.3,16.0,6.5,,4.0,,True,,ITALY,4.0,,10.0
10166,2015,11.0,24.0,22.0,PERU-BRAZIL,-10.77,-71.41,7.6,636.0,,,True,,PERU,,,4.0
6543,1925,5.0,15.0,11.0,CHILE:  NORTHERN,-26.0,-71.5,7.1,50.0,,,True,,CHILE,,,
5766,2004,3.0,1.0,0.0,GREECE:  SOUTHERN:  KALAMATA,37.136,22.116,5.2,9.0,1.0,,True,,GREECE,,,
10355,2018,8.0,19.0,14.0,INDONESIA:  LOMBOK ISLAND,-8.319,116.627,6.9,21.0,2.0,,True,,INDONESIA,1.0,1.0,
10597,2022,1.0,7.0,17.0,"CHINA: QINGHAI, GANSU",37.815,101.278,6.6,13.0,4.0,510.0,True,,CHINA,,1.0,9.0
8209,2000,6.0,17.0,15.0,"ICELAND:  VESTMANNAEYJAR, HELLA",63.966,-20.487,6.5,10.0,3.0,20.0,True,1.0,ICELAND,,1.0,
2954,1912,7.0,24.0,11.0,"PERU:  HUANCABAMBA,CAJAMARCA; ECUADOR:  GUAYAQUIL",-5.62,-80.413,7.0,30.0,3.0,,True,3.0,PERU,3.0,3.0,10.0
2773,1906,7.0,14.0,10.0,COLOMBIA,4.6,-74.0,7.7,,,,True,,COLOMBIA,,,9.0
5302,1991,8.0,9.0,9.0,COSTA RICA:  CARTAGO,9.737,-84.054,4.7,5.0,1.0,,True,,COSTA RICA,,,
4911,1981,1.0,23.0,21.0,CHINA:  SICHUAN PROVINCE,30.927,101.098,6.8,33.0,2.0,5.0,True,4.0,CHINA,3.0,3.0,8.0
4531,1970,5.0,31.0,20.0,"PERU: NORTHERN, PISCO, CHICLAYO",-9.2,-78.8,7.9,43.0,4.0,530.0,True,3.0,PERU,4.0,4.0,10.0
5840,2005,1.0,24.0,23.0,"ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO",-1.364,-80.785,6.1,17.0,2.0,,True,2.0,ECUADOR,,,
276,942,6.0,,,UZBEKISTAN:  BUKHARA,39.7,64.5,6.7,20.0,3.0,,True,,UZBEKISTAN,,,9.0
4839,1979,7.0,9.0,10.0,CHINA:  JIANGSU PROVINCE:  LIYANG,31.452,119.241,5.4,11.0,4.0,,True,4.0,CHINA,1.0,4.0,8.0
7881,2008,5.0,25.0,8.0,CHINA:  SICHUAN PROVINCE,32.57,105.424,6.0,10.0,4.0,,True,4.0,CHINA,1.0,3.0,
6766,2005,8.0,5.0,14.0,CHINA:  YUNNAN PROVINCE:  HUIZE,26.569,103.036,4.8,42.0,2.0,,True,4.0,CHINA,,1.0,
863,1613,7.0,16.0,,SOUTH KOREA:  SUWON,37.2,127.0,6.3,,2.0,,True,,SOUTH KOREA,,,8.0
8132,2008,8.0,30.0,8.0,CHINA:  SICHUAN PROVINCE,26.272,101.937,5.9,17.0,4.0,,True,4.0,CHINA,1.0,3.0,
5416,1995,7.0,30.0,5.0,"CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES",-23.34,-70.294,8.0,46.0,2.0,1.66,True,3.0,CHILE,1.0,,7.0
3751,1943,7.0,29.0,3.0,PUERTO RICO:  SAN JUAN,19.3,-67.5,7.8,,,,True,,USA TERRITORY,,,
92,362,5.0,24.0,,JORDAN:  AL-KARAK,31.3,35.6,6.4,,3.0,,True,,JORDAN,,,
750,1564,7.0,20.0,,"FRANCE:  CORSICA,LA BOLLENE-VESUBIE,VENANSON",44.017,7.283,5.8,,4.0,,True,,FRANCE,3.0,,9.0
972,1647,6.0,16.0,,JAPAN,36.0,140.0,6.4,,,,True,,JAPAN,2.0,,
1797,1837,9.0,10.0,,CHINA:  GANSU PROVINCE,34.6,103.7,6.0,,2.0,,True,3.0,CHINA,1.0,,8.0
3053,1916,4.0,18.0,4.0,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,53.3,-170.0,7.5,170.0,,,True,,USA,,,
8251,2009,2.0,11.0,17.0,INDONESIA:  KEPULAUAN TALAUD,3.884,126.397,7.2,22.0,2.0,,True,,INDONESIA,,2.0,
6082,1929,5.0,21.0,16.0,JAPAN:  HIUGANADA,31.7,132.2,6.8,30.0,,,True,,JAPAN,,,
4638,1973,6.0,17.0,3.0,JAPAN:  HOKKAIDO ISLAND,43.2,145.8,7.7,48.0,2.0,5.0,True,1.0,JAPAN,,,8.0
2331,1883,10.0,15.0,13.0,"TURKEY:  AYVALIK, IZMIR, CESME",38.3,26.2,7.3,,4.0,,True,4.0,TURKEY,4.0,,10.0
2690,1904,8.0,27.0,21.0,ALASKA:  RAMPART,64.66,-148.08,8.3,,,,True,,USA,,,6.0
3366,1928,4.0,22.0,20.0,GREECE:  CORINTH (CORINTHIA),38.0,23.0,6.0,29.0,4.0,,True,4.0,GREECE,1.0,,9.0
4752,1976,11.0,24.0,12.0,TURKEY:  MURADIYE,39.058,44.03,7.0,36.0,4.0,60.0,True,,TURKEY,4.0,3.0,10.0
2739,1905,11.0,8.0,22.0,GREECE:  AEGEAN SEA,40.092,24.627,7.2,15.0,2.0,,True,,GREECE,,,10.0
494,1293,5.0,27.0,,JAPAN:  KAMAKURA,35.2,139.4,7.1,,3.0,,True,,JAPAN,4.0,,
1754,1833,1.0,19.0,,"ALBANIA:  VLORE, SAZAN, KANINA, NARTA",40.4,19.9,6.4,,2.0,,True,,ALBANIA,,,10.0
6578,1914,2.0,26.0,4.0,PERU:  AREQUIPA,-17.0,-72.0,7.2,130.0,,,True,,PERU,,,
1669,1822,11.0,20.0,2.0,"CHILE:  VALPARAISO, QUILLOTA, CONCON,  ACONCAGUA",-33.0,-72.0,8.5,,4.0,,True,3.0,CHILE,3.0,3.0,11.0
9990,1916,7.0,3.0,23.0,ITALY:  STROMBOLI ISLAND,38.817,15.233,5.1,,1.0,,True,,ITALY,,,7.0
5628,2002,4.0,1.0,19.0,"CHILE:  CENTRAL:  COQUIMBO, LA SERENA, OVALLE",-29.67,-71.384,6.4,71.0,1.0,,True,,CHILE,,,
6129,1858,4.0,24.0,11.0,CHILE:  LA SERENA,-30.0,-71.4,6.5,,,,True,,CHILE,1.0,,8.0
5421,1995,10.0,6.0,5.0,ALASKA:  FAIRBANKS NORTH STAR COUNTY,65.17,-148.565,6.0,9.0,1.0,,True,,USA,,,
6317,1925,11.0,16.0,11.0,S. MEXICO,18.5,-107.0,7.0,80.0,,,True,,MEXICO,,,
4466,1968,10.0,7.0,19.0,JAPAN:  BONIN ISLANDS,26.3,140.6,7.5,516.0,,,True,,JAPAN,,,
2573,1900,6.0,21.0,20.0,COSTA RICA,10.0,-85.5,7.5,60.0,,,True,,COSTA RICA,,,
2997,1914,1.0,30.0,3.0,CHILE:  OFF CENTRAL COAST,-35.0,-73.0,7.6,33.0,,,True,,CHILE,,,
3041,1915,11.0,1.0,7.0,JAPAN:  NEAR E COAST HONSHU,38.3,142.9,7.8,60.0,1.0,,True,,JAPAN,,,
7674,2007,11.0,25.0,16.0,INDONESIA:  SUMBAWA ISLAND,-8.277,118.339,6.5,35.0,2.0,,True,3.0,INDONESIA,1.0,3.0,
2871,1909,6.0,8.0,5.0,CHILE,-26.5,-70.5,7.6,,,,True,,CHILE,,,
7971,2008,7.0,19.0,2.0,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,6.9,22.0,,,True,,JAPAN,,,
1274,1739,1.0,3.0,,CHINA:  NINGXIA,38.9,106.5,8.0,,4.0,,True,4.0,CHINA,4.0,,10.0
6045,1834,3.0,14.0,,MEXICO:  ACAPULCO,16.8,-99.9,7.0,,,,True,2.0,MEXICO,,,
4853,1979,11.0,6.0,5.0,GREECE-ALBANIA,39.536,20.398,5.2,40.0,3.0,,True,,GREECE,1.0,1.0,8.0
3187,1922,1.0,17.0,3.0,PERU,-2.5,-71.0,7.6,650.0,,,True,,PERU,,,
3542,1935,3.0,5.0,10.0,IRAN:  ALBORZ,35.982,52.953,6.0,15.0,2.0,,True,,IRAN,2.0,,7.0
814,1600,2.0,19.0,10.0,PERU:  VOLCAN HUAYNAPUTINA,-16.8,-70.9,7.9,20.0,,,True,,PERU,,,11.0
4116,1957,3.0,9.0,14.0,ALASKA,51.292,-175.629,8.6,33.0,1.0,,True,,USA,,1.0,
4876,1980,5.0,18.0,15.0,WASHINGTON:  MT ST HELENS,46.214,-122.194,5.2,4.0,,,True,,USA,,,5.0
4990,1983,10.0,3.0,13.0,"JAPAN:  MIYAKEJIMA, OSHIMA",33.941,139.513,6.0,12.0,2.0,,True,,JAPAN,,,8.0
5387,1994,6.0,6.0,20.0,"COLOMBIA:  CAUCA, HUILA",2.917,-76.057,6.8,12.0,2.0,2.4,True,3.0,COLOMBIA,3.0,,
6125,1857,4.0,17.0,,PAPUA NEW GUINEA:  BISMARCK SEA,-5.5,147.0,8.0,,1.0,,True,2.0,PAPUA NEW GUINEA,,,
9172,2010,5.0,29.0,11.0,"ANATAHAN REGION, N. MARIANA ISLANDS",16.591,145.682,4.4,10.0,,,True,,USA TERRITORY,,,
9532,1770,,,,INDONESIA:  SUMATRA:,-5.0,102.0,7.0,,3.0,,True,3.0,INDONESIA,,,
10435,1923,2.0,15.0,,VIETNAM: THUAN HAI PROVINCE,10.1,109.0,6.1,17.0,,,True,,VIETNAM,,,
5559,2000,5.0,17.0,3.0,TAIWAN:  TAI-CHUNG COUNTY,24.223,121.058,5.4,10.0,1.0,,True,,TAIWAN,1.0,1.0,
8693,2010,1.0,2.0,2.0,TAJIKISTAN,38.245,71.467,5.1,47.0,2.0,1.5,True,2.0,TAJIKISTAN,,,
2548,1899,1.0,24.0,23.0,MEXICO:  GUERRERO-OAXACA,17.0,-98.0,8.4,60.0,3.0,,True,,MEXICO,,,
7986,1861,7.0,19.0,,CHINA:  LIAONING PROVINCE,39.1,121.7,6.0,,2.0,,True,3.0,CHINA,1.0,1.0,8.0
3628,1938,11.0,6.0,8.0,JAPAN:  OFF EAST COAST HONSHU,37.5,142.2,7.5,0.0,,,True,,JAPAN,,,
9824,2011,6.0,24.0,3.0,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,52.05,-171.836,7.3,52.0,,,True,,USA,,,
3949,1950,8.0,5.0,19.0,ECUADOR,-1.5,-78.2,6.8,60.0,,,True,,ECUADOR,,,11.0
5651,2002,9.0,20.0,15.0,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  RANSIKI,-1.68,134.234,6.4,10.0,1.0,,True,,INDONESIA,,,
5931,1791,9.0,13.0,,JAPAN:  OSAKA BAY,34.5,135.4,6.5,,1.0,,True,,JAPAN,2.0,,
9877,2012,3.0,16.0,7.0,PHILIPPINES:  SURIGAO,10.037,125.633,5.8,18.0,1.0,,True,1.0,PHILIPPINES,,2.0,
753,1568,4.0,25.0,,"CHINA:  HEBEI PROVINCE:  QIANAN, LAOTING",39.0,119.0,6.0,,3.0,,True,,CHINA,,,
3466,1931,4.0,27.0,16.0,"ARMENIA:  ZANGEZUR, NAKHITCHEVAN",39.2,46.0,6.3,22.0,4.0,,True,,ARMENIA,4.0,,8.0
8071,1964,2.0,13.0,10.0,CHINA:   YUNNAN PROVINCE,26.1,101.0,5.4,15.0,1.0,,True,,CHINA,,,7.0
3398,1929,6.0,27.0,12.0,SOUTH SANDWICH ISLANDS,-55.373,-29.345,8.1,15.0,,,True,,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,,,
5544,1999,11.0,24.0,16.0,CHINA:  YUNNAN PROVINCE:  CHENGJIANG,24.589,102.872,4.6,33.0,1.0,,True,2.0,CHINA,1.0,1.0,
8993,2010,1.0,15.0,18.0,VENEZUELA:  CARIACO,10.454,-63.475,5.5,8.0,1.0,,True,,VENEZUELA,,1.0,
5767,2004,3.0,25.0,19.0,TURKEY:  ERZURUM,39.93,40.812,5.6,,1.0,,True,1.0,TURKEY,1.0,1.0,
3599,1937,9.0,15.0,,CHINA:  SHANXI PROVINCE,37.8,112.5,5.0,,2.0,,True,3.0,CHINA,2.0,,7.0
4645,1973,10.0,6.0,15.0,ANTARCTICA,-60.82,-21.55,7.5,33.0,,,True,,ANTARCTICA,,,
7749,2008,1.0,12.0,22.0,"INDIA-BANGLADESH:  RANGAMATI, BANGLADESH",22.761,92.333,5.0,34.0,1.0,,True,,BANGLADESH,,,
6226,1896,10.0,10.0,,"INDONESIA:  SW. SUMATRA, JAVA",-3.5,102.5,6.8,130.0,1.0,,True,,INDONESIA,,,
10411,2019,5.0,22.0,3.0,THE NETHERLANDS: GRONINGEN,53.394,6.586,3.2,10.0,2.0,,True,,NETHERLANDS,,,
4468,1968,10.0,14.0,2.0,"AUSTRALIA:  MECKERING, NORTHAM, CUNDERDIN, YORK",-31.6,117.0,6.9,5.0,2.0,2.2,True,,AUSTRALIA,,,9.0
10013,1848,10.0,18.0,17.0,"NEW ZEALAND:  AWATERE RIVER, MARLBOROUGH",-41.67,174.0,6.0,,,,True,2.0,NEW ZEALAND,1.0,,
7921,1721,1.0,5.0,,TAIWAN:  TAINAN,23.0,120.3,6.0,,3.0,,True,3.0,TAIWAN,3.0,,8.0
3572,1936,4.0,1.0,2.0,INDONESIA:  TALAUD ISLANDS,4.5,126.5,7.7,60.0,2.0,,True,3.0,INDONESIA,,1.0,9.0
4354,1965,6.0,21.0,0.0,"IRAN:  HADJIABAD, SARKHUN, SARCHAHAN",28.1,55.9,6.0,40.0,3.0,,True,,IRAN,,,
4949,1982,8.0,6.0,20.0,INDONESIA:  FLORES ISLANDS:  RUTENG,-8.375,120.577,5.6,46.0,2.0,,True,,INDONESIA,,,
3219,1923,4.0,13.0,15.0,RUSSIA:  NEAR KAMCHATKA,56.5,162.5,7.2,20.0,2.0,,True,3.0,RUSSIA,,,10.0
6237,1903,3.0,30.0,,"INDONESIA:  TIFU, MASARETE, KAJELI",-3.0,127.5,6.5,33.0,,,True,,INDONESIA,,,
5139,1987,8.0,13.0,15.0,"CHILE:  ARICA; PERU:  AREQUIPA, TACNA",-17.897,-70.931,6.4,37.0,1.0,,True,,PERU,1.0,1.0,5.0
2718,1905,6.0,30.0,17.0,KIRIBATI:  PHOENIX ISLANDS,-1.0,-168.0,7.6,60.0,,,True,,KIRIBATI,,,
3038,1915,10.0,3.0,6.0,NEVADA:  PLEASANT VALLEY,40.5,-117.5,7.6,,1.0,,True,,USA,,,10.0
10589,2021,11.0,14.0,12.0,IRAN:  HORMOZGAN PROVINCE,27.736,56.077,6.3,10.0,4.0,165.0,True,,IRAN,1.0,2.0,9.0
6088,1930,9.0,30.0,21.0,PAPUA NEW GUINEA:  BISMARCK SEA,-4.423,145.46,6.6,35.0,,,True,,PAPUA NEW GUINEA,,,
786,1586,7.0,10.0,0.0,PERU:  LIMA,-12.3,-77.7,8.5,60.0,3.0,,True,3.0,PERU,1.0,,10.0
10634,1944,9.0,15.0,19.0,ECUADOR: COTOPAXI,-0.498,-78.75,5.5,,3.0,,True,3.0,ECUADOR,,,8.0
8028,1963,8.0,29.0,8.0,CHINA:  XINJIANG,39.8,74.2,6.5,,1.0,,True,1.0,CHINA,1.0,,
5135,1987,5.0,23.0,17.0,PHILIPPINES:  MINDANAO:  TALAKAG-MALAYBALAY,8.047,125.41,5.2,32.0,1.0,,True,,PHILIPPINES,1.0,1.0,2.0
10438,2017,5.0,11.0,3.0,IRAN:  ARDABIL,39.816,48.57,5.1,63.0,2.0,,True,,AZERBAIJAN,,1.0,
5351,1993,3.0,25.0,13.0,WASHINGTON-OREGON BORDER,45.035,-122.607,5.6,21.0,4.0,28.4,True,,USA,,,7.0
10038,2013,7.0,8.0,2.0,INDONESIA:  JAVA,-8.803,113.002,5.7,60.0,1.0,,True,3.0,INDONESIA,,1.0,
4927,1981,9.0,1.0,9.0,SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO,-14.96,-173.085,7.7,25.0,,,True,1.0,SAMOA,,,6.0
5225,1990,3.0,25.0,13.0,"COSTA RICA:  PUNTARENAS, SAN JOSE",9.907,-84.753,7.3,20.0,2.0,,True,1.0,COSTA RICA,,1.0,8.0
10648,2022,9.0,30.0,19.0,INDONESIA:  SUMATRA,2.109,98.928,5.9,21.0,2.0,,True,,INDONESIA,1.0,1.0,7.0
8253,2008,12.0,7.0,13.0,IRAN:  S,26.99,55.8,5.4,15.0,1.0,,True,,IRAN,,1.0,
4147,1957,11.0,29.0,22.0,BOLIVIA:  S,-21.0,-66.0,7.8,170.0,1.0,,True,,BOLIVIA,,,
5995,1711,12.0,20.0,,"SEIONAIKAI, JAPAN",34.3,134.0,6.7,,3.0,,True,4.0,JAPAN,3.0,,
6821,2002,3.0,26.0,3.0,JAPAN:  RYUKYU ISLANDS,23.346,124.09,6.4,33.0,,,True,,JAPAN,,,
1653,1820,12.0,29.0,,INDONESIA:  SULAWESI:  MAKASAR,-7.0,119.0,7.5,80.0,,,True,3.0,INDONESIA,,,10.0
6620,1989,11.0,1.0,10.0,PUERTO RICO: MONA PASSAGE,18.986,-68.833,4.4,26.0,,,True,,USA TERRITORY,,,
4984,1983,8.0,6.0,4.0,PAKISTAN:  ZIARAT,30.349,67.84,4.2,10.0,2.0,,True,1.0,PAKISTAN,,,
5426,1995,11.0,22.0,4.0,EGYPT:  NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN,28.826,34.799,7.2,10.0,2.0,,True,1.0,EGYPT,1.0,1.0,8.0
2371,1887,6.0,8.0,23.0,KAZAKHSTAN:  VERNENSK,43.1,76.8,7.3,20.0,2.0,,True,,KAZAKHSTAN,,,10.0
3430,1930,11.0,21.0,2.0,"ALBANIA:  VLORE, HIMARE, KUC",40.5,19.5,6.0,12.0,3.0,,True,,ALBANIA,1.0,,11.0
1127,1692,9.0,13.0,11.0,"ARGENTINA:  SANTIAGO, ESTECO, RIO DE LAS PIEDRAS",-25.4,-64.8,7.0,,3.0,,True,,ARGENTINA,,,9.0
5089,1986,1.0,11.0,19.0,"PERU:  HUARMEY, CASMA, HUARAX, CHIMBOTE",-9.505,-77.512,5.3,39.0,2.0,,True,2.0,PERU,1.0,,4.0
4425,1968,1.0,15.0,2.0,ITALY:  SICILY,37.9,13.1,6.0,33.0,4.0,320.0,True,,ITALY,3.0,3.0,
4606,1972,6.0,21.0,15.0,ITALY:  ANCONA,43.8,13.3,4.4,4.0,4.0,300.0,True,,ITALY,1.0,,
183,763,,,,IRAN:  KHURASAN,33.3,59.3,7.6,,,,True,,IRAN,,,
2310,1881,12.0,31.0,,"INDIA:  ANDAMAN I,NICOBAR I",8.52,92.43,7.9,,3.0,,True,,INDIA,,,
5215,1989,10.0,18.0,14.0,CHINA:  SHANXI AND HEBEI PROVINCES; DATONG,39.893,113.884,5.3,10.0,3.0,,True,4.0,CHINA,1.0,3.0,8.0
4011,1953,1.0,25.0,19.0,HAITI,18.4,-73.4,5.7,,2.0,,True,,HAITI,1.0,,
2540,1898,6.0,29.0,18.0,ALASKA:  ALEUTIAN ISLANDS:  NEAR ISLANDS,52.0,172.0,7.6,,,,True,,USA,,,
5338,1992,9.0,11.0,3.0,CONGO:  KABALO,-6.087,26.651,7.0,11.0,1.0,,True,2.0,CONGO,1.0,1.0,
5805,2004,10.0,15.0,4.0,TAIWAN:  T'AO-YUAN,24.53,122.694,6.6,94.0,1.0,,True,,TAIWAN,,2.0,
8872,2010,2.0,27.0,6.0,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,8.8,23.0,4.0,30000.0,True,,CHILE,3.0,4.0,9.0
3984,1951,11.0,18.0,9.0,CHINA:  TIBET (XIZANG PROVINCE),31.1,91.4,7.5,25.0,1.0,,True,1.0,CHINA,,,
6032,1715,12.0,29.0,,"SEIKAIDO, JAPAN",33.3,131.7,6.6,,,,True,,JAPAN,,,
6441,1972,8.0,17.0,23.0,W. SOLOMON SEA,-6.0,152.9,7.1,10.0,,,True,,SOLOMON SEA,,,5.0
1759,1833,9.0,6.0,,CHINA:  YUNNAN PROVINCE,25.2,103.0,8.0,,4.0,,True,4.0,CHINA,4.0,,11.0
7777,1743,2.0,20.0,23.0,ITALY:  SALENTO,40.3,17.35,6.9,,2.0,,True,,ITALY,,,9.0
8191,2008,11.0,16.0,17.0,INDONESIA:  MINAHASSA PENINSULA,1.271,122.091,7.3,30.0,3.0,,True,,INDONESIA,1.0,2.0,
4163,1958,2.0,1.0,16.0,COLOMBIA-ECUADOR,2.0,-79.0,6.9,,3.0,,True,,COLOMBIA,1.0,,
3573,1936,4.0,26.0,23.0,CHINA:  SICHUAN PROVINCE,28.6,103.6,6.8,,2.0,,True,3.0,CHINA,3.0,,9.0
2695,1904,11.0,1.0,11.0,ECUADOR,-1.0,-80.5,7.7,,,,True,,ECUADOR,,,
7417,2006,11.0,23.0,7.0,HUNGARY:  BEREGDAROC,48.195,22.46,4.8,10.0,1.0,,True,,HUNGARY,,,
5349,1993,3.0,12.0,14.0,FUTUNA ISLAND,-14.385,-178.252,6.4,10.0,1.0,,True,2.0,WALLIS AND FUTUNA (FRENCH TERRITORY),1.0,1.0,
4758,1977,1.0,26.0,13.0,"INDONESIA:  BALI: KAYUBIHI,BANJAR ANTUGAN JEHEM",-8.22,115.19,5.2,33.0,1.0,,True,,INDONESIA,,,6.0
6416,1965,8.0,11.0,22.0,VANUATU ISLANDS,-15.8,167.2,7.6,13.0,2.0,,True,,VANUATU,,,
6047,1836,7.0,3.0,,CHILE:  COBIJA,-22.6,-70.3,7.5,,,,True,,CHILE,,,
5494,1998,5.0,28.0,21.0,CHINA:  SOUTHERN XINJIANG,37.388,78.843,5.6,33.0,3.0,,True,4.0,CHINA,,1.0,
8953,2002,8.0,19.0,11.0,FIJI ISLANDS,-21.696,-179.513,7.7,580.0,,,True,,FIJI,,,
6493,1995,4.0,21.0,5.0,PHILIPPINES:  SAMAR,12.047,125.92,6.8,23.0,,,True,,PHILIPPINES,,,
3405,1930,1.0,28.0,6.0,"ALBANIA: KORCE, POLENA, LAVDAR, MOSKOPOJE, SHIPSKE",40.4,20.5,5.6,33.0,,,True,,ALBANIA,,,10.0
162,684,11.0,29.0,,JAPAN,32.5,134.0,8.4,,3.0,,True,,JAPAN,3.0,,
6208,1885,4.0,30.0,,"INDONESIA:  BURU I, AMBON I, HARUKU I",-2.5,127.5,7.3,,1.0,,True,1.0,INDONESIA,,,
5638,2002,6.0,20.0,5.0,"BANGLADESH:  RANGPUR, THAKURGAON, ALMANAGAR",25.842,88.932,4.5,40.0,1.0,,True,,BANGLADESH,,2.0,
7780,1961,5.0,23.0,2.0,TURKEY,36.693,28.594,6.4,35.0,,,True,,TURKEY,,,
10075,2014,3.0,16.0,21.0,CHILE:  IQUIQUE,-19.981,-70.702,6.7,20.0,1.0,,True,,CHILE,,,7.0
4596,1972,3.0,20.0,7.0,PERU:  JUANJUI,-6.8,-76.8,6.1,64.0,3.0,20.0,True,,PERU,1.0,,9.0
9959,1953,11.0,4.0,3.0,SOLOMON ISLANDS,-13.189,166.516,7.5,35.0,,,True,,SOLOMON ISLANDS,,,
8185,2008,9.0,9.0,3.0,INDONESIA:  SUMATRA:  SOUTHERN,-3.935,103.058,5.4,25.0,2.0,,True,,INDONESIA,1.0,,
5826,2004,10.0,27.0,20.0,"ROMANIA:  BUCHAREST, BRAILA; BULGARIA:  NORTHERN",45.787,26.622,5.8,96.0,1.0,,True,,ROMANIA,,,
8107,1896,3.0,5.0,,CHINA:  XINJIANG,38.0,76.0,6.5,,1.0,,True,1.0,CHINA,1.0,1.0,
10421,2019,7.0,1.0,12.0,POLAND:  KATOWICE,50.287,18.997,3.1,,,,True,,POLAND,1.0,1.0,
3790,1944,11.0,24.0,4.0,VANUATU ISLANDS,-19.0,169.0,7.5,170.0,,,True,,VANUATU,,,
3313,1927,5.0,15.0,2.0,BALKANS NW:  SERBIA,44.1,20.5,5.9,12.0,,,True,,SERBIA,,,10.0
931,1636,12.0,18.0,14.0,"GHANA:  FORT DUMA, AWOIN",5.1,-2.2,5.7,,3.0,,True,,GHANA,3.0,,9.0
9948,2012,5.0,20.0,13.0,ITALY:  SANT'AGOSTINO,44.831,11.49,5.1,5.0,1.0,,True,,ITALY,,,
5466,1997,6.0,25.0,19.0,"IRAN:  BIRJAND, QAYEN",33.938,59.475,5.9,10.0,2.0,,True,2.0,IRAN,,,
4906,1980,11.0,26.0,17.0,VENEZUELA:  E,8.045,-72.441,5.0,40.0,2.0,,True,1.0,COLOMBIA,,1.0,
3128,1918,11.0,18.0,18.0,INDONESIA:  BANDA SEA,-7.0,129.0,8.1,190.0,,,True,,INDONESIA,,,
8162,2008,10.0,11.0,9.0,RUSSIA:  CAUCASUS:  CHECHNYA,43.372,46.254,5.7,16.0,3.0,,True,,RUSSIA,1.0,2.0,
5188,1989,3.0,8.0,11.0,"INDONESIA:  MOLUCCA PASSAGE:  MOROTAI, TANAWANGU",1.031,126.189,5.6,32.0,3.0,,True,,INDONESIA,,,
4791,1978,2.0,20.0,4.0,"JAPAN:  OFUNATO, TOHOKU",38.78,141.95,6.1,60.0,2.0,,True,,JAPAN,,,8.0
5855,2005,3.0,15.0,2.0,INDIA:  MAHARASHTRA:  DHEBEWADI,17.072,73.668,4.3,10.0,1.0,,True,,INDIA,,,
3118,1918,9.0,7.0,17.0,RUSSIA:  KURIL ISLANDS,45.5,151.5,8.3,33.0,,,True,2.0,RUSSIA,,1.0,
7949,1630,1.0,16.0,,CHINA:  SICHUAN PROVINCE,32.6,104.1,6.3,,1.0,,True,,CHINA,2.0,,8.0
9949,2012,6.0,14.0,5.0,TURKEY:  SIRNAK,37.294,42.325,5.3,5.0,1.0,,True,,TURKEY,,1.0,
1319,1751,5.0,25.0,5.0,"CHILE:  CONCEPCION, CHILLAN, TALCA, TUTUBEN, CURICO",-36.83,-71.63,8.5,,3.0,,True,3.0,CHILE,,,11.0
6337,1938,11.0,13.0,22.0,JAPAN:  SANRIKU,37.0,141.5,6.0,60.0,,,True,,JAPAN,,,
4403,1967,7.0,22.0,16.0,"TURKEY:  MUDURNU, ADAPAZARI",40.751,30.8,7.3,30.0,2.0,3.0,True,,TURKEY,2.0,,10.0
